Artist(s),Query,Rank,Song,Year
"Jessie J  ,  Ariana Grande  and  Nicki Minaj","track:Bang Bang artist:Jessie J  ,  Ariana Grande  and  Nicki Minaj",27,Bang Bang,2014.0
Miranda Lambert  and  Carrie Underwood,track:Somethin  Bad artist:Miranda Lambert  and  Carrie Underwood,99,Somethin  Bad,2014.0
