Artist(s),Query,Rank,Song,Year
Pink,track:Get the Party Started artist:Pink,24,Get the Party Started,2002.0
Pink,track:Don t Let Me Get Me artist:Pink,36,Don t Let Me Get Me,2002.0
Pink,track:Just Like a Pill artist:Pink,43,Just Like a Pill,2002.0
Ja Rule  ,track:Down 4 U artist:Ja Rule  ,44,Down 4 U,2002.0
Ludacris  ,track:Move Bitch artist:Ludacris  ,55,Move Bitch,2002.0
Angie Martinez  ,track:If I Could Go! artist:Angie Martinez  ,69,If I Could Go!,2002.0
Dixie Chicks,track:Long Time Gone artist:Dixie Chicks,97,Long Time Gone,2002.0
