Rank,Song,Artist(s),Year,Query,ID,Popularity,Release Date
1,When Doves Cry,Prince,1984,track:When Doves Cry artist:Prince,51H2y6YrNNXcy3dfc3qSbA,72,1984-06-25
1,When Doves Cry,Prince,1984,track:When Doves Cry artist:Prince,5wYgc53ayonbzaDc0o3bAP,44,2017-06-23
1,When Doves Cry,Prince,1984,track:When Doves Cry artist:Prince,5aEfPt7OoJhpeeEj5MkXQ4,41,2017-06-23
1,When Doves Cry,Prince,1984,track:When Doves Cry artist:Prince,1XGb94mvD3n5dLkeTtW73R,20,2020-05-15
1,When Doves Cry,Prince,1984,track:When Doves Cry artist:Prince,3lzChkPTUIS9J640f9zZGE,13,2020-09-25
2,What s Love Got to Do with It,Tina Turner,1984,track:What s Love Got to Do with It artist:Tina Turner,4kOfxxnW1ukZdsNbCKY9br,75,1993
2,What s Love Got to Do with It,Tina Turner,1984,track:What s Love Got to Do with It artist:Tina Turner,3ErsOxqe2RmXkR65wkygDz,64,1984-05-29
2,What s Love Got to Do with It,Tina Turner,1984,track:What s Love Got to Do with It artist:Tina Turner,6FcQD1qOpqV8NdhY45sKyI,57,1991-01-01
2,What s Love Got to Do with It,Tina Turner,1984,track:What s Love Got to Do with It artist:Tina Turner,0PlxkfQrCeE0XMqcjGlzsi,49,2008-09-30
2,What s Love Got to Do with It,Tina Turner,1984,track:What s Love Got to Do with It artist:Tina Turner,3Ur2X9ialP9oFmovCXdbeA,23,2008-01-01
4,Footloose,Kenny Loggins,1984,track:Footloose artist:Kenny Loggins,6W2VbtvMrDXm5vYeB7amkO,70,1997-03-25
4,Footloose,Kenny Loggins,1984,track:Footloose artist:Kenny Loggins,2vz1CsL5WBsbpBcwgboTAw,71,1984
4,Footloose,Kenny Loggins,1984,track:Footloose artist:Kenny Loggins,03xU1bLqUkwo4ae3flK5Di,47,2014-07-17
4,Footloose,Kenny Loggins,1984,track:Footloose artist:Kenny Loggins,5rn2JWnsxlhL5hqyhLGUkE,42,1984
4,Footloose,Kenny Loggins,1984,track:Footloose artist:Kenny Loggins,2CYiz0Mv8FYKPw7prokwDC,46,2014-07-17
5,Against All Odds (Take a Look at Me Now),Phil Collins,1984,track:Against All Odds (Take a Look at Me Now) artist:Phil Collins,63CHa6rmamv9OsehkRD8oz,78,2016-10-14
5,Against All Odds (Take a Look at Me Now),Phil Collins,1984,track:Against All Odds (Take a Look at Me Now) artist:Phil Collins,3cKgbanUbfrBeoFQtO6rf5,41,2016-10-14
5,Against All Odds (Take a Look at Me Now),Phil Collins,1984,track:Against All Odds (Take a Look at Me Now) artist:Phil Collins,61N8sBOfE9iM0uRhInFnKN,44,1990-07-15
5,Against All Odds (Take a Look at Me Now),Phil Collins,1984,track:Against All Odds (Take a Look at Me Now) artist:Phil Collins,0qidZasrRvwWSl0IgV8LMY,33,2018-09-07
5,Against All Odds (Take a Look at Me Now),Phil Collins,1984,track:Against All Odds (Take a Look at Me Now) artist:Phil Collins,7zFxxsvzmCv3THUXouRaH5,1,2020-03-02
6,Jump,Van Halen,1984,track:Jump artist:Van Halen,7N3PAbqfTjSEU1edb2tY8j,79,1984-01-04
6,Jump,Van Halen,1984,track:Jump artist:Van Halen,6Fba9RZtC6vTY814JToDtP,61,1996-09-24
6,Jump,Van Halen,1984,track:Jump artist:Van Halen,19kuZ0IExry8qYJ4lU2A0r,38,2006-05-16
6,Jump,Van Halen,1984,track:Jump artist:Van Halen,6aQ2Xtx7z1p2VM9w26yCZq,47,2019-05-17
6,Jump,Van Halen,1984,track:Jump artist:Van Halen,5FqYA8KfiwsQvyBI4IamnY,43,2015-03-27
7,Hello,Lionel Richie,1984,track:Hello artist:Lionel Richie,0mHyWYXmmCB9iQyK18m3FQ,58,1983-01-01
7,Hello,Lionel Richie,1984,track:Hello artist:Lionel Richie,4HEm31NkNS90o5jIwgDEH9,44,2003
7,Hello,Lionel Richie,1984,track:Hello artist:Lionel Richie,1b16zIZIdL2LIMfDiANwIk,41,1983
7,Hello,Lionel Richie,1984,track:Hello artist:Lionel Richie,1vFO4WIvw4fQ0oHkyt4rEC,39,2003-01-01
7,Hello,Lionel Richie,1984,track:Hello artist:Lionel Richie,7iRn29IFKugXZQOWQx4F1s,29,2012-01-01
8,Owner of a Lonely Heart,Yes,1984,track:Owner of a Lonely Heart artist:Yes,0GTK6TesV108Jj5D3MHsYb,70,1983-06-01
8,Owner of a Lonely Heart,Yes,1984,track:Owner of a Lonely Heart artist:Yes,6GfOATEigvEKLmCw46Qcq8,0,2021-05-07
8,Owner of a Lonely Heart,Yes,1984,track:Owner of a Lonely Heart artist:Yes,6Lzs4CjevmzeWBPOyvZLIE,0,2021-05-07
8,Owner of a Lonely Heart,Yes,1984,track:Owner of a Lonely Heart artist:Yes,39SZkVBa50CMEHPVmvP44q,0,2021-05-07
8,Owner of a Lonely Heart,Yes,1984,track:Owner of a Lonely Heart artist:Yes,135g9umvjVgm4enKIS5S6u,0,2021-05-07
9,Ghostbusters,Ray Parker Jr.,1984,track:Ghostbusters artist:Ray Parker Jr.,300zfRaCgTmEm5Eqe3HqZZ,62,2000-02-08
9,Ghostbusters,Ray Parker Jr.,1984,track:Ghostbusters artist:Ray Parker Jr.,569uHYIB0X324FZOBEhvit,60,1993-10-12
9,Ghostbusters,Ray Parker Jr.,1984,track:Ghostbusters artist:Ray Parker Jr.,0phGofl3ppS5Itk1zM9eKa,48,1984-06-08
9,Ghostbusters,Ray Parker Jr.,1984,track:Ghostbusters artist:Ray Parker Jr.,3m0y8qLoznUYi73SUBP8GI,53,2016-07-15
9,Ghostbusters,Ray Parker Jr.,1984,track:Ghostbusters artist:Ray Parker Jr.,0sTHEo24E8LxasEkSnpUkx,44,2010-02-26
10,Karma Chameleon,Culture Club,1984,track:Karma Chameleon artist:Culture Club,2wSAWEYUHkt92X4SBAPqZE,73,1983-10-01
10,Karma Chameleon,Culture Club,1984,track:Karma Chameleon artist:Culture Club,48O0GrGJWml3DzHhC5sJ7a,64,1993-01-01
10,Karma Chameleon,Culture Club,1984,track:Karma Chameleon artist:Culture Club,5Tf36iw5YmHosnTk6cTeik,0,2021-05-11
10,Karma Chameleon,Culture Club,1984,track:Karma Chameleon artist:Culture Club,7bssZMUu3emtp1TrPfTnls,0,2021-05-11
10,Karma Chameleon,Culture Club,1984,track:Karma Chameleon artist:Culture Club,5n2o8ct7efuy6J2jlZ2t3u,45,1987-01-01
11,Missing You,John Waite,1984,track:Missing You artist:John Waite,1Qrdlkgg9I4J7r3P4kZNwr,70,1984-01-01
11,Missing You,John Waite,1984,track:Missing You artist:John Waite,5P6Wv0hlcnczhElizTY0UE,38,2008-01-01
11,Missing You,John Waite,1984,track:Missing You artist:John Waite,5k2gYOc2fdR3BLdUxlqjDR,0,2021-05-07
11,Missing You,John Waite,1984,track:Missing You artist:John Waite,2hQPcmIVPr4Ww73SFyZB82,0,2021-05-07
11,Missing You,John Waite,1984,track:Missing You artist:John Waite,4XZKqYHM8CvebWksalLCrS,32,2015-06-16
12,All Night Long (All Night),Lionel Richie,1984,track:All Night Long (All Night) artist:Lionel Richie,4giIdAr7Plyu5LQzBOR4FP,59,1992-01-01
12,All Night Long (All Night),Lionel Richie,1984,track:All Night Long (All Night) artist:Lionel Richie,2Wb9ejnmy27DUTUe9YF5Ew,63,2003
12,All Night Long (All Night),Lionel Richie,1984,track:All Night Long (All Night) artist:Lionel Richie,3okegK7n5f05SdVBLK3kZF,6,2021-05-07
12,All Night Long (All Night),Lionel Richie,1984,track:All Night Long (All Night) artist:Lionel Richie,7gaQtc0vrSpmRJpSMDiPEk,52,1983
12,All Night Long (All Night),Lionel Richie,1984,track:All Night Long (All Night) artist:Lionel Richie,6u0CQFBsn3NEuZDuaDwiXe,40,2012-01-01
13,Let s Hear It for the Boy,Deniece Williams,1984,track:Let s Hear It for the Boy artist:Deniece Williams,4VyU9Tg4drTj2mOUZHSK2u,66,2016-04-01
13,Let s Hear It for the Boy,Deniece Williams,1984,track:Let s Hear It for the Boy artist:Deniece Williams,5kaF88lat4fWUiDXP6G48M,55,1984
13,Let s Hear It for the Boy,Deniece Williams,1984,track:Let s Hear It for the Boy artist:Deniece Williams,2WfuubspEpApFFLJLVAOnU,39,2001-08-08
13,Let s Hear It for the Boy,Deniece Williams,1984,track:Let s Hear It for the Boy artist:Deniece Williams,1y8TSlMsECCLQEQiw0WkSc,41,2010-02-26
13,Let s Hear It for the Boy,Deniece Williams,1984,track:Let s Hear It for the Boy artist:Deniece Williams,78U9ftoV4Y5PmtHAzTZnFr,39,1984-10-12
14,Dancing in the Dark,Bruce Springsteen,1984,track:Dancing in the Dark artist:Bruce Springsteen,7FwBtcecmlpc1sLySPXeGE,77,1984-06-04
14,Dancing in the Dark,Bruce Springsteen,1984,track:Dancing in the Dark artist:Bruce Springsteen,1ONJfXwpdE7gS6i2SGFnF0,47,2018-12-14
14,Dancing in the Dark,Bruce Springsteen,1984,track:Dancing in the Dark artist:Bruce Springsteen,211PWVr3FF49fYoItC6QA0,28,2014-03-03
14,Dancing in the Dark,Bruce Springsteen,1984,track:Dancing in the Dark artist:Bruce Springsteen,27CoctPy1sEPwDDS3aL15u,37,1995-02-27
14,Dancing in the Dark,Bruce Springsteen,1984,track:Dancing in the Dark artist:Bruce Springsteen,4zYraRJT4TatJ56pobMjTi,30,2015-10-16
15,Girls Just Want To Have Fun,Cyndi Lauper,1984,track:Girls Just Want To Have Fun artist:Cyndi Lauper,4y1LsJpmMti1PfRQV9AWWe,77,1983-10-14
15,Girls Just Want To Have Fun,Cyndi Lauper,1984,track:Girls Just Want To Have Fun artist:Cyndi Lauper,2zjt2hHBbiv5SuxYg8Z7eP,67,2014-03-28
15,Girls Just Want To Have Fun,Cyndi Lauper,1984,track:Girls Just Want To Have Fun artist:Cyndi Lauper,0uqOqX59mgWBqfPAdX0BDK,51,2001-08-08
15,Girls Just Want To Have Fun,Cyndi Lauper,1984,track:Girls Just Want To Have Fun artist:Cyndi Lauper,0QVgZCAnasHo3TevIz7XLW,54,1983
15,Girls Just Want To Have Fun,Cyndi Lauper,1984,track:Girls Just Want To Have Fun artist:Cyndi Lauper,2TNunMoVo2ljfEQYwEZuQk,33,2014-03-03
16,The Reflex,Duran Duran,1984,track:The Reflex artist:Duran Duran,4sz1Ng2Cgidfqqiy0pNL6R,57,1983-11-21
16,The Reflex,Duran Duran,1984,track:The Reflex artist:Duran Duran,0OsWMTxDjtpmJjX43113oq,50,1998-11-09
16,The Reflex,Duran Duran,1984,track:The Reflex artist:Duran Duran,3gsIAou7LjiL3ayF9dR46V,34,1983-11-21
16,The Reflex,Duran Duran,1984,track:The Reflex artist:Duran Duran,60StghTk9dzZHrtd470zcp,40,1983-11-21
16,The Reflex,Duran Duran,1984,track:The Reflex artist:Duran Duran,4DDgVahgRnITUk6Wnu5FWR,34,2003
17,Time After Time,Cyndi Lauper,1984,track:Time After Time artist:Cyndi Lauper,7o9uu2GDtVDr9nsR7ZRN73,73,1983-10-14
17,Time After Time,Cyndi Lauper,1984,track:Time After Time artist:Cyndi Lauper,1Jj6MF0xDOMA3Ut2Z368Bx,70,2014-03-28
17,Time After Time,Cyndi Lauper,1984,track:Time After Time artist:Cyndi Lauper,6G41H0Zd0kQ1WXWDoEotoJ,60,1983
17,Time After Time,Cyndi Lauper,1984,track:Time After Time artist:Cyndi Lauper,0f9Zt37k5AnTkrGIFqhkK6,46,2017-10-27
