Rank,Song,Artist(s),Year,Query,ID,Popularity,Release Date
1,I Want to Hold Your Hand,The Beatles,1964,track:I Want to Hold Your Hand artist:The Beatles,4pbG9SUmWIvsROVLF0zF9s,72,2000-11-13
1,I Want to Hold Your Hand,The Beatles,1964,track:I Want to Hold Your Hand artist:The Beatles,5Qe7NHxeLAn8KoLTNLSdwe,65,1973-04-01
1,I Want to Hold Your Hand,The Beatles,1964,track:I Want to Hold Your Hand artist:The Beatles,5J3Mf6dyqeGy67yuQ7ql9B,45,2006-11-17
1,I Want to Hold Your Hand,The Beatles,1964,track:I Want to Hold Your Hand artist:The Beatles,27E39dDg0Bx1RzkF3eJJsb,37,1988-03-07
1,I Want to Hold Your Hand,The Beatles,1964,track:I Want to Hold Your Hand artist:The Beatles,6ek0XTffa5eUTkwamO0q5B,34,2016-09-09
2,She Loves You,The Beatles,1964,track:She Loves You artist:The Beatles,6nEkxYIEnrbYH7h1hJ8Xn6,66,2000-11-13
2,She Loves You,The Beatles,1964,track:She Loves You artist:The Beatles,48JM82SHQTBYkhEYhMaOaa,47,1988-03-07
2,She Loves You,The Beatles,1964,track:She Loves You artist:The Beatles,0qsS2A3hwicJCLtcaR6JRQ,46,1973-04-01
2,She Loves You,The Beatles,1964,track:She Loves You artist:The Beatles,0GUp9QOezipeh6BOV1kguV,33,2016-09-09
2,She Loves You,The Beatles,1964,track:She Loves You artist:The Beatles,1S8yrFPr3n7K0szQCVu1Ta,28,1995-11-20
3,"Hello, Dolly!",Louis Armstrong,1964,"track:Hello, Dolly! artist:Louis Armstrong",63kd4m3VFxcJjPVVtbVNAu,52,1964-10-25
3,"Hello, Dolly!",Louis Armstrong,1964,"track:Hello, Dolly! artist:Louis Armstrong",24WY9r9aaSMtlk1D5ev26h,16,2006-08-11
3,"Hello, Dolly!",Louis Armstrong,1964,"track:Hello, Dolly! artist:Louis Armstrong",3NdmSVimIFcWcaoYc2Rgz4,13,2020-01-01
3,"Hello, Dolly!",Louis Armstrong,1964,"track:Hello, Dolly! artist:Louis Armstrong",6K1FJMprx4YDjJRZ0H1bsi,12,2018-06-22
3,"Hello, Dolly!",Louis Armstrong,1964,"track:Hello, Dolly! artist:Louis Armstrong",5AJ5yAKeD1EftfrvpAUcjF,10,1994-01-01
4,"Oh, Pretty Woman",Roy Orbison,1964,"track:Oh, Pretty Woman artist:Roy Orbison",48i055G1OT5KxGGftwFxWy,73,1962
4,"Oh, Pretty Woman",Roy Orbison,1964,"track:Oh, Pretty Woman artist:Roy Orbison",52HAHV1j93s5B8GoTNI7DJ,62,2006-03-28
4,"Oh, Pretty Woman",Roy Orbison,1964,"track:Oh, Pretty Woman artist:Roy Orbison",4yWtCssxHplWPiHro63fmy,34,2016-10-28
4,"Oh, Pretty Woman",Roy Orbison,1964,"track:Oh, Pretty Woman artist:Roy Orbison",01jOnfF6OMQx2ZgC3nKi3o,33,2017-11-03
4,"Oh, Pretty Woman",Roy Orbison,1964,"track:Oh, Pretty Woman artist:Roy Orbison",0MwpE2DTpqO2UsC3AvMWQ0,19,2014-02-10
5,I Get Around,The Beach Boys,1964,track:I Get Around artist:The Beach Boys,3v9xlH6BpmRbqL7hgNJhfT,66,1964-07-13
5,I Get Around,The Beach Boys,1964,track:I Get Around artist:The Beach Boys,3mXexrmtPJ1KdWN37rYePx,54,2012-01-01
5,I Get Around,The Beach Boys,1964,track:I Get Around artist:The Beach Boys,7Fng0zvM0XLoMHyINeu8Kj,46,2012-01-01
5,I Get Around,The Beach Boys,1964,track:I Get Around artist:The Beach Boys,59uVL70mVMC70500N90m0c,39,2003-01-01
5,I Get Around,The Beach Boys,1964,track:I Get Around artist:The Beach Boys,1Jp0vQZhLa7YCOBdb5frOM,38,1964-07-13
6,Everybody Loves Somebody,Dean Martin,1964,track:Everybody Loves Somebody artist:Dean Martin,5I9sHwLDX28tLtzVgKLtpr,67,1964
6,Everybody Loves Somebody,Dean Martin,1964,track:Everybody Loves Somebody artist:Dean Martin,78VG6M1i7JQXBdygmWFwye,56,2013-11-19
6,Everybody Loves Somebody,Dean Martin,1964,track:Everybody Loves Somebody artist:Dean Martin,0Wd52AHQrrwwDbqVQF2dt6,48,2014-10-10
6,Everybody Loves Somebody,Dean Martin,1964,track:Everybody Loves Somebody artist:Dean Martin,3uQOSlljszsIHg3XiItsrM,37,1964
6,Everybody Loves Somebody,Dean Martin,1964,track:Everybody Loves Somebody artist:Dean Martin,6KPWgGUBQKSis7j2DNewIo,16,2013-11-19
7,My Guy,Mary Wells,1964,track:My Guy artist:Mary Wells,4591VqUIXysNlmI5NcAIUd,64,1964
7,My Guy,Mary Wells,1964,track:My Guy artist:Mary Wells,7arXVtGNJPa7aOHiKOeUsl,52,2008-01-01
7,My Guy,Mary Wells,1964,track:My Guy artist:Mary Wells,7jBz2iHwy2jWsEuy0hiiTC,19,1964
7,My Guy,Mary Wells,1964,track:My Guy artist:Mary Wells,1HXaWuo6u6G3VvwO6Ir2Re,15,1999-01-01
7,My Guy,Mary Wells,1964,track:My Guy artist:Mary Wells,726wfWe98Fj086BTZJBnMx,20,2017-11-03
8,We ll Sing in the Sunshine,Gale Garnett,1964,track:We ll Sing in the Sunshine artist:Gale Garnett,3WYYzUlLrl4NVNeoKd7MnG,41,1964-11-04
8,We ll Sing in the Sunshine,Gale Garnett,1964,track:We ll Sing in the Sunshine artist:Gale Garnett,1Dyj4ecLBwWFYvvFr6URzw,24,1962
8,We ll Sing in the Sunshine,Gale Garnett,1964,track:We ll Sing in the Sunshine artist:Gale Garnett,475o9LEqFVkyHJFdT32Nm4,18,1999-11-09
9,Last Kiss,J. Frank Wilson & the Cavaliers,1964,track:Last Kiss artist:J. Frank Wilson & the Cavaliers,48obzdkQV1biEq8cPsGLys,41,2015-09-11
10,Where Did Our Love Go,The Supremes,1964,track:Where Did Our Love Go artist:The Supremes,69RH84na5iUNwrwxpgjC5j,65,1964-08-31
10,Where Did Our Love Go,The Supremes,1964,track:Where Did Our Love Go artist:The Supremes,2B9djq0np2q22p7x6a2dJl,25,1964-08-31
10,Where Did Our Love Go,The Supremes,1964,track:Where Did Our Love Go artist:The Supremes,4Ww2XXvjQupbGVcfMI5Aat,20,2005-04-26
10,Where Did Our Love Go,The Supremes,1964,track:Where Did Our Love Go artist:The Supremes,3728ScT8I6Fs5Xpr0z7K0r,18,2019-07-12
10,Where Did Our Love Go,The Supremes,1964,track:Where Did Our Love Go artist:The Supremes,36hi6tc13BerGmu9PcEBcW,18,2003-01-01
11,People,Barbra Streisand,1964,track:People artist:Barbra Streisand,0s7UEtczBGK68zYCi1y6W8,32,2014-09-10
11,People,Barbra Streisand,1964,track:People artist:Barbra Streisand,0AfseROXCjDFXudJKAH0Zc,34,1968-09-01
11,People,Barbra Streisand,1964,track:People artist:Barbra Streisand,5utYYyUPnf3ayrh9JeM7Y2,35,1964-09
11,People,Barbra Streisand,1964,track:People artist:Barbra Streisand,46MfmA8CgAgwM1Ur8lZfvx,27,2014-01-01
11,People,Barbra Streisand,1964,track:People artist:Barbra Streisand,3IuoClPicy8f9frzOBRaoQ,25,2002-01-29
12,Java,Al Hirt,1964,track:Java artist:Al Hirt,5MdHvAvlmQJ3JHIvIK9uXz,40,2005-11-08
12,Java,Al Hirt,1964,track:Java artist:Al Hirt,1Aya25QA35mfejbY8n0ORG,32,1963
12,Java,Al Hirt,1964,track:Java artist:Al Hirt,3IQKv4kEw4htOOLysL7Y88,35,2001-08-06
12,Java,Al Hirt,1964,track:Java artist:Al Hirt,5VVazEf2gvIzjF5NAUr8Q9,17,2000-06-01
12,Java,Al Hirt,1964,track:Java artist:Al Hirt,5PsnxEq6k9h1R5XuVdBjLA,18,1993-01-04
13,A Hard Day s Night,The Beatles,1964,track:A Hard Day s Night artist:The Beatles,5J2CHimS7dWYMImCHkEFaJ,67,1964-07-10
13,A Hard Day s Night,The Beatles,1964,track:A Hard Day s Night artist:The Beatles,65vdMBskhx3akkG9vQlSH1,67,1964-07-10
13,A Hard Day s Night,The Beatles,1964,track:A Hard Day s Night artist:The Beatles,1pctwlBtIcKIjQMzsVcGHB,57,2000-11-13
13,A Hard Day s Night,The Beatles,1964,track:A Hard Day s Night artist:The Beatles,70XHAdaMaoLIOVb1hSaeJ4,48,1964-07-10
13,A Hard Day s Night,The Beatles,1964,track:A Hard Day s Night artist:The Beatles,1E4FcSqQs7U2RTebCNaYRH,38,1973-04-01
14,Love Me Do,The Beatles,1964,track:Love Me Do artist:The Beatles,3VbGCXWRiouAq8VyMYN2MI,68,1963-03-22
14,Love Me Do,The Beatles,1964,track:Love Me Do artist:The Beatles,4aX3n1Pn6jiCbvqBL8eqyP,57,2000-11-13
14,Love Me Do,The Beatles,1964,track:Love Me Do artist:The Beatles,0h7N5rOgTT1rSwLoj9f3Bk,40,1973-04-01
14,Love Me Do,The Beatles,1964,track:Love Me Do artist:The Beatles,149YAUOqxwKc32BlnxVjxn,36,1988-03-07
14,Love Me Do,The Beatles,1964,track:Love Me Do artist:The Beatles,48D9bTDrFiNGCGY32tDWKY,31,1995-11-20
15,Do Wah Diddy Diddy,Manfred Mann,1964,track:Do Wah Diddy Diddy artist:Manfred Mann,69sEXPrKQ5PtCxel5csSXs,59,1963
15,Do Wah Diddy Diddy,Manfred Mann,1964,track:Do Wah Diddy Diddy artist:Manfred Mann,7gEpTMp9MQc1uJwivtL37R,57,1964
15,Do Wah Diddy Diddy,Manfred Mann,1964,track:Do Wah Diddy Diddy artist:Manfred Mann,7ko2240lyr2DngGin6Fx37,47,1966-01-01
15,Do Wah Diddy Diddy,Manfred Mann,1964,track:Do Wah Diddy Diddy artist:Manfred Mann,5dYIBRjCBBte5mKduR3t2m,0,2017-01-27
15,Do Wah Diddy Diddy,Manfred Mann,1964,track:Do Wah Diddy Diddy artist:Manfred Mann,1NFoymjqUu44m0tyyceld8,1,2017-01-27
16,Please Please Me,The Beatles,1964,track:Please Please Me artist:The Beatles,6EHuOufBeL6vk3TvVJB5qo,60,1963-03-22
16,Please Please Me,The Beatles,1964,track:Please Please Me artist:The Beatles,473McZs08uo5AIimJyAelZ,38,1973-04-01
16,Please Please Me,The Beatles,1964,track:Please Please Me artist:The Beatles,5ZWOo4Ov1WohYXgSpBgd7G,30,1995-11-20
16,Please Please Me,The Beatles,1964,track:Please Please Me artist:The Beatles,6r4AQXhOKOZzerkc96Qv2q,28,2013-11-11
16,Please Please Me,The Beatles,1964,track:Please Please Me artist:The Beatles,0wwsB9YsACYiRR3c0hFB0y,0,2020-07-29
17,Dancing in the Street,Martha and the Vandellas,1964,track:Dancing in the Street artist:Martha and the Vandellas,6rLqjzGV5VMLDWEnuUqi8q,68,1965-01-01
17,Dancing in the Street,Martha and the Vandellas,1964,track:Dancing in the Street artist:Martha and the Vandellas,5wJcMwXuy1x6EatowWOxha,57,2008-01-01
17,Dancing in the Street,Martha and the Vandellas,1964,track:Dancing in the Street artist:Martha and the Vandellas,6PrHvlUsnrkh4VnxWNZyMR,32,1998-01-01
17,Dancing in the Street,Martha and the Vandellas,1964,track:Dancing in the Street artist:Martha and the Vandellas,5KFbnNaKD4KvwMzAHLA27P,30,2013-01-01
17,Dancing in the Street,Martha and the Vandellas,1964,track:Dancing in the Street artist:Martha and the Vandellas,2YBZCLRQKnAViRQ5We433J,28,2003
18,Little Children,Billy J. Kramer  &  The Dakotas,1964,track:Little Children artist:Billy J. Kramer  &  The Dakotas,4Ut93W00xLJxJKHzm3MP5L,0,2018-10-19
18,Little Children,Billy J. Kramer  &  The Dakotas,1964,track:Little Children artist:Billy J. Kramer  &  The Dakotas,7CEfi2ZMJYsJZEj7MAp7Bh,3,2021-01-01
20,Under the Boardwalk,The Drifters,1964,track:Under the Boardwalk artist:The Drifters,65jrjEhWfAvysKfnojk1i0,69,1964-06-01
20,Under the Boardwalk,The Drifters,1964,track:Under the Boardwalk artist:The Drifters,28ya08HfPJreOCvK4xe6HG,0,2021-05-07
20,Under the Boardwalk,The Drifters,1964,track:Under the Boardwalk artist:The Drifters,72shCMYfFE83UX5SFFUMfw,0,2021-05-07
20,Under the Boardwalk,The Drifters,1964,track:Under the Boardwalk artist:The Drifters,5eh0402zJwaohvhArtKhQ4,39,2002-07-01
20,Under the Boardwalk,The Drifters,1964,track:Under the Boardwalk artist:The Drifters,2EmrC33w0bqJiDb0VPvtVv,28,2017-08-10
21,Chapel of Love,The Dixie Cups,1964,track:Chapel of Love artist:The Dixie Cups,4JchWgAG3RZmCLHcEGf9DZ,59,1964
21,Chapel of Love,The Dixie Cups,1964,track:Chapel of Love artist:The Dixie Cups,0SMRck5oZi9hc16L6FuRF6,51,1987-08-04
21,Chapel of Love,The Dixie Cups,1964,track:Chapel of Love artist:The Dixie Cups,0l4gzdHD2urWRMASVxak63,23,2012-05-15
21,Chapel of Love,The Dixie Cups,1964,track:Chapel of Love artist:The Dixie Cups,6nyglQj2KZkNhnHvxTFIQL,13,1985-07-20
