Rank,Song,Artist(s),Year,Query,ID,Popularity,Release Date
1,Gangsta s Paradise,Coolio  ,1995,track:Gangsta s Paradise artist:Coolio  ,7lQWRAjyhTpCWFC0jmclT4,83,1995-11-07
1,Gangsta s Paradise,Coolio  ,1995,track:Gangsta s Paradise artist:Coolio  ,6VQyQHqEiDLG5cAPjoBPL9,55,1995-11-07
1,Gangsta s Paradise,Coolio  ,1995,track:Gangsta s Paradise artist:Coolio  ,3MmVd5dsgzLMjm4LIrCOaI,51,2008-12-01
1,Gangsta s Paradise,Coolio  ,1995,track:Gangsta s Paradise artist:Coolio  ,18kwQvQ49ORXsoVFvOUGT3,43,2011
1,Gangsta s Paradise,Coolio  ,1995,track:Gangsta s Paradise artist:Coolio  ,5jXkV28qwNI51sxMO90cKk,23,2011-09-27
2,Waterfalls,TLC,1995,track:Waterfalls artist:TLC,6qspW4YKycviDFjHBOaqUY,72,1994-11-15
2,Waterfalls,TLC,1995,track:Waterfalls artist:TLC,76fn6jLgMwrQDS08ACFIU1,47,2019-11-14
2,Waterfalls,TLC,1995,track:Waterfalls artist:TLC,0sMbjGKmBdn7VOFNzzmwV2,33,2014-06-10
2,Waterfalls,TLC,1995,track:Waterfalls artist:TLC,5pTQYJu8tGm7bQMvww72dM,38,2014-11-28
2,Waterfalls,TLC,1995,track:Waterfalls artist:TLC,4utZwg1iDZW7WCNETKhduY,33,2013-10-15
3,Creep,TLC,1995,track:Creep artist:TLC,1aWV3uY3SIEZVbmv45oFWS,67,1994-11-15
3,Creep,TLC,1995,track:Creep artist:TLC,6Entpvfzak837q0yFA1olE,25,2003-09-30
3,Creep,TLC,1995,track:Creep artist:TLC,3FgLgVWYnQCSBc82znj3cn,27,2013-10-15
3,Creep,TLC,1995,track:Creep artist:TLC,6jFOlsalzqULWP5G0IkGSk,23,2019-09-13
3,Creep,TLC,1995,track:Creep artist:TLC,4QYlO6nyxBww8gXmoZnWyg,15,2020-06-05
4,Kiss from a Rose,Seal,1995,track:Kiss from a Rose artist:Seal,3YKptz29AsOlm7WAVnztBh,73,1994-05-31
4,Kiss from a Rose,Seal,1995,track:Kiss from a Rose artist:Seal,0z5E34e7ZT3XKMYQNXh6tH,50,2004
4,Kiss from a Rose,Seal,1995,track:Kiss from a Rose artist:Seal,3YfiGjwBzBsDrYPqAJsD4z,57,2004
4,Kiss from a Rose,Seal,1995,track:Kiss from a Rose artist:Seal,175qFGjXUojs5yaDw2vxd6,44,2021-04-15
4,Kiss from a Rose,Seal,1995,track:Kiss from a Rose artist:Seal,0uwik60xO8tZOyaCgdzlnM,41,2004
5,On Bended Knee,Boyz II Men,1995,track:On Bended Knee artist:Boyz II Men,7MYmo0JJJDmu4MZTSAF9y3,58,1994-01-01
5,On Bended Knee,Boyz II Men,1995,track:On Bended Knee artist:Boyz II Men,1SjWPrdNaHRfz6oML6ojI5,37,2011-10-25
5,On Bended Knee,Boyz II Men,1995,track:On Bended Knee artist:Boyz II Men,3GhtM07OyPLxG9zmKGkAFe,26,2001-10-30
5,On Bended Knee,Boyz II Men,1995,track:On Bended Knee artist:Boyz II Men,0xlnvyyTqKSsAKMxE7sbef,41,2016-12-09
5,On Bended Knee,Boyz II Men,1995,track:On Bended Knee artist:Boyz II Men,1ZMogJCrBamSSTyBf89oS5,18,2018-12-14
6,Another Night,Real McCoy,1995,track:Another Night artist:Real McCoy,3pEuO9J2MTEmec8kUfYYvl,61,1995-03-28
6,Another Night,Real McCoy,1995,track:Another Night artist:Real McCoy,21jeSYnETogdAbpgI5c3db,40,2014-11-28
6,Another Night,Real McCoy,1995,track:Another Night artist:Real McCoy,7faKj8XyCEP15OQ6NZlQyP,29,2003-06-17
6,Another Night,Real McCoy,1995,track:Another Night artist:Real McCoy,1qBv05m7jLwPAmUAvVf8kr,13,1995-03-28
6,Another Night,Real McCoy,1995,track:Another Night artist:Real McCoy,08p4fET68agRq2nLAObSsz,8,2012
