Rank,Song,Artist(s),Year,Query,ID,Popularity,Release Date
1,Stranger on the Shore,Acker Bilk,1962,track:Stranger on the Shore artist:Acker Bilk,6sZ8qBd2dO4QQq6B6FqVPn,52,1997-07-14
1,Stranger on the Shore,Acker Bilk,1962,track:Stranger on the Shore artist:Acker Bilk,5l8DtCtVI9n5ZxJF3hepOH,33,2021-02-05
1,Stranger on the Shore,Acker Bilk,1962,track:Stranger on the Shore artist:Acker Bilk,6EwVwaoy9j9mfKAvksVwC8,37,2011-09-01
1,Stranger on the Shore,Acker Bilk,1962,track:Stranger on the Shore artist:Acker Bilk,7ntkH4g4FXt57ltX3Ka3MF,31,1967-07-03
1,Stranger on the Shore,Acker Bilk,1962,track:Stranger on the Shore artist:Acker Bilk,4tx0LR0YC2e8aPHz6s4n73,25,1996
2,I Can t Stop Loving You,Ray Charles,1962,track:I Can t Stop Loving You artist:Ray Charles,79nJj5dMyTsUzKvN5jUXsJ,63,2009-06-02
2,I Can t Stop Loving You,Ray Charles,1962,track:I Can t Stop Loving You artist:Ray Charles,75jSiCVrBvAEqOndUmcy79,21,2019-09-06
2,I Can t Stop Loving You,Ray Charles,1962,track:I Can t Stop Loving You artist:Ray Charles,1b2QxdfrYqNpleShZN6qWF,5,2020-05-29
3,Mashed Potato Time,Dee Dee Sharp,1962,track:Mashed Potato Time artist:Dee Dee Sharp,6jouZcdraQvsbh7SWkLEui,49,1962-01-01
3,Mashed Potato Time,Dee Dee Sharp,1962,track:Mashed Potato Time artist:Dee Dee Sharp,2ZxzsmJ093WPTBbsoCf6CN,34,1962-01-01
3,Mashed Potato Time,Dee Dee Sharp,1962,track:Mashed Potato Time artist:Dee Dee Sharp,6fvuJeXiJbZFrF6OrvV84Y,11,2005-10-18
3,Mashed Potato Time,Dee Dee Sharp,1962,track:Mashed Potato Time artist:Dee Dee Sharp,0zS1ySUqH1BI0ZM8RFyJbW,8,2005-08-03
3,Mashed Potato Time,Dee Dee Sharp,1962,track:Mashed Potato Time artist:Dee Dee Sharp,48wDnS5S92rLNQVmqYPHxp,0,2020-06-19
4,Roses Are Red (My Love),Bobby Vinton,1962,track:Roses Are Red (My Love) artist:Bobby Vinton,0qYok0f8O5DE8yJSo146dn,44,1962
4,Roses Are Red (My Love),Bobby Vinton,1962,track:Roses Are Red (My Love) artist:Bobby Vinton,5zw4SajQ2IKvjnSWXOSDrh,40,1991-09-03
4,Roses Are Red (My Love),Bobby Vinton,1962,track:Roses Are Red (My Love) artist:Bobby Vinton,3uLjS8eLUF3SP7nbdpYWHW,21,1964
4,Roses Are Red (My Love),Bobby Vinton,1962,track:Roses Are Red (My Love) artist:Bobby Vinton,5wUKPdvqVrOUXw9EhFE5Ub,1,1966-11-24
4,Roses Are Red (My Love),Bobby Vinton,1962,track:Roses Are Red (My Love) artist:Bobby Vinton,08nTDnuH9MKr09T4HYD9KT,0,2005-03-01
5,The Stripper,David Rose,1962,track:The Stripper artist:David Rose,00vH2PsEQTGRyJYhyIyDbr,29,2005-01-01
5,The Stripper,David Rose,1962,track:The Stripper artist:David Rose,57kFkrxZb3LzwDtcFQ05fl,21,2012-06-04
5,The Stripper,David Rose,1962,track:The Stripper artist:David Rose,446XvVX3VJwILmUL4tLKb5,11,2011-03-24
5,The Stripper,David Rose,1962,track:The Stripper artist:David Rose,0nUX7i0WZSvGDgVYB6xBv2,7,2020-06-12
5,The Stripper,David Rose,1962,track:The Stripper artist:David Rose,3jGLk1JBu29iGhObwYIyLP,4,2021-02-05
6,Johnny Angel,Shelley Fabares,1962,track:Johnny Angel artist:Shelley Fabares,6XEW0P64pYXfD06e4oLcWz,39,1962
6,Johnny Angel,Shelley Fabares,1962,track:Johnny Angel artist:Shelley Fabares,5j4CGIpT35ipZrF93ejrhl,32,1994
6,Johnny Angel,Shelley Fabares,1962,track:Johnny Angel artist:Shelley Fabares,27ACGh4AHzgs7RGVGlD5Qn,9,1963
