Rank,Song,Artist(s),Year,Query,ID,Popularity,Release Date
1,Uptown Funk,Mark Ronson  ,2015,track:Uptown Funk artist:Mark Ronson  ,32OlwWuMpZ6b0aN2RZOeMS,82,2015-01-12
1,Uptown Funk,Mark Ronson  ,2015,track:Uptown Funk artist:Mark Ronson  ,5MpKzeXvOBFiZpQWV9iP5O,59,2015-04-13
1,Uptown Funk,Mark Ronson  ,2015,track:Uptown Funk artist:Mark Ronson  ,65NgsMieGd6ffCTIYfEo7w,44,2016-08-05
1,Uptown Funk,Mark Ronson  ,2015,track:Uptown Funk artist:Mark Ronson  ,57n3qOwXcoRMyGFjeqC1Rh,47,2015-04-13
1,Uptown Funk,Mark Ronson  ,2015,track:Uptown Funk artist:Mark Ronson  ,2CcVo0K7SpJdkk73YnSIOc,39,2015-04-13
2,Thinking Out Loud,Ed Sheeran,2015,track:Thinking Out Loud artist:Ed Sheeran,34gCuhDGsG4bRPIf9bb02f,83,2014-06-21
2,Thinking Out Loud,Ed Sheeran,2015,track:Thinking Out Loud artist:Ed Sheeran,1Slwb6dOYkBlWal1PGtnNg,66,2013
2,Thinking Out Loud,Ed Sheeran,2015,track:Thinking Out Loud artist:Ed Sheeran,58iCAn7pxwEg3Tlkt3X0L0,36,2020-04-12
2,Thinking Out Loud,Ed Sheeran,2015,track:Thinking Out Loud artist:Ed Sheeran,47HyMlh1uTBwY3vtA4Ajcp,8,2019-01-21
2,Thinking Out Loud,Ed Sheeran,2015,track:Thinking Out Loud artist:Ed Sheeran,68q3kXdLAnIPW2CVz1Apl1,0,2017-07-11
3,See You Again,Wiz Khalifa  ,2015,track:See You Again artist:Wiz Khalifa  ,2JzZzZUQj3Qff7wapcbKjc,81,2015
3,See You Again,Wiz Khalifa  ,2015,track:See You Again artist:Wiz Khalifa  ,4Aep3WGBQlpbKXkW7kfqcU,57,2015-03-17
3,See You Again,Wiz Khalifa  ,2015,track:See You Again artist:Wiz Khalifa  ,00SNGvA3aGn5uE2uGGhOJR,46,2015-03-17
3,See You Again,Wiz Khalifa  ,2015,track:See You Again artist:Wiz Khalifa  ,2UhMXJtD4TzweEbwKCT6j0,31,2015-03-17
3,See You Again,Wiz Khalifa  ,2015,track:See You Again artist:Wiz Khalifa  ,6mjbfXbJT0DILJ0QNoz7a4,26,2015-03-17
4,Trap Queen,Fetty Wap,2015,track:Trap Queen artist:Fetty Wap,2d8JP84HNLKhmd6IYOoupQ,74,2015-09-25
