Rank,Song,Artist(s),Year,Query,ID,Popularity,Release Date
1,The Sign,Ace of Base,1994,track:The Sign artist:Ace of Base,0hrBpAOgrt8RXigk83LLNE,70,1993-12-24
1,The Sign,Ace of Base,1994,track:The Sign artist:Ace of Base,3JXzEzQCYrblna7SCaegAm,25,1993-01-01
1,The Sign,Ace of Base,1994,track:The Sign artist:Ace of Base,2DvWVUrRXB0HYrjDqQWjjt,32,1993-01-01
1,The Sign,Ace of Base,1994,track:The Sign artist:Ace of Base,3sM1ncxPiL0UCBlIVkb637,23,1993-01-01
1,The Sign,Ace of Base,1994,track:The Sign artist:Ace of Base,42oCvsmVZREgouUHryVBcM,11,1993-01-01
2,I Swear,All-4-One,1994,track:I Swear artist:All-4-One,4WUnM4KNZ0kjp0CUeoyOnS,66,1994-01-01
2,I Swear,All-4-One,1994,track:I Swear artist:All-4-One,3V0PeMg2mhbYRtk9bioAwF,60,2005-04-19
2,I Swear,All-4-One,1994,track:I Swear artist:All-4-One,5axG3B0dieMfTcep2N8Fha,40,2013-02-20
2,I Swear,All-4-One,1994,track:I Swear artist:All-4-One,7jaVJCluuhl7sULtr2EMLZ,20,2015-07-24
2,I Swear,All-4-One,1994,track:I Swear artist:All-4-One,5eSNSZV6WNiF4ZJMbb8ElZ,28,2019-07-19
3,I ll Make Love to You,Boyz II Men,1994,track:I ll Make Love to You artist:Boyz II Men,61sQYdFNS6sEBYCyr1q5gn,62,1994-01-01
3,I ll Make Love to You,Boyz II Men,1994,track:I ll Make Love to You artist:Boyz II Men,627KV5gq7CbBa3RaivClx6,41,2011-10-25
3,I ll Make Love to You,Boyz II Men,1994,track:I ll Make Love to You artist:Boyz II Men,7KOU8ZiMfl2yzShtT35Ago,34,2003-10-07
3,I ll Make Love to You,Boyz II Men,1994,track:I ll Make Love to You artist:Boyz II Men,5gNZ7Sn5Jh1xPkWAml1mb6,31,2017-07-14
3,I ll Make Love to You,Boyz II Men,1994,track:I ll Make Love to You artist:Boyz II Men,7dkotmPFnWzOOh23jZz5Zz,20,2018-12-14
4,The Power of Love,Céline Dion,1994,track:The Power of Love artist:Céline Dion,5kK1Iru9ogP3Iy1zsANU1n,68,1993-11-09
4,The Power of Love,Céline Dion,1994,track:The Power of Love artist:Céline Dion,2PFAYhBcNRj1UaluR7ZgUy,60,1999
4,The Power of Love,Céline Dion,1994,track:The Power of Love artist:Céline Dion,4XirXgiFAD1vak1gbNURfI,34,1999-11-16
4,The Power of Love,Céline Dion,1994,track:The Power of Love artist:Céline Dion,1fuXuIMRrSoGPCwnOhdu5C,27,2008
4,The Power of Love,Céline Dion,1994,track:The Power of Love artist:Céline Dion,64xC8vunCbYYWXiIKfbXLS,32,2014-05-16
5,Hero,Mariah Carey,1994,track:Hero artist:Mariah Carey,4FCb4CUbFCMNRkI6lYc1zI,71,1993-08-04
5,Hero,Mariah Carey,1994,track:Hero artist:Mariah Carey,2xklPZtdxewC16nAMEhKdC,32,2015
5,Hero,Mariah Carey,1994,track:Hero artist:Mariah Carey,4hJ62c5praMlfhTZ7B9OQz,38,2001-12-04
5,Hero,Mariah Carey,1994,track:Hero artist:Mariah Carey,1iogTDW2wmPHtxRsHxBF3s,33,2020-10-02
5,Hero,Mariah Carey,1994,track:Hero artist:Mariah Carey,22a8oRBhMbByFlYUtY4dv6,32,1998-04-21
6,Stay (I Missed You),Lisa Loeb and Nine Stories,1994,track:Stay (I Missed You) artist:Lisa Loeb and Nine Stories,73QZwkXJa4BXj0Lbh82jxA,1,2005-03-01
7,Breathe Again,Toni Braxton,1994,track:Breathe Again artist:Toni Braxton,1xFliXOpcu7E89AsDAZ7JV,59,1993-07-12
