Rank,Song,Artist(s),Year,Query,ID,Popularity,Release Date
1,Silly Love Songs,Wings,1976,track:Silly Love Songs artist:Wings,3uiMBldZ07pW0ySHDX5gzE,63,1976-03-25
1,Silly Love Songs,Wings,1976,track:Silly Love Songs artist:Wings,5Qhfo6ZqoA2oPF5uFf43L3,50,2001-05-07
1,Silly Love Songs,Wings,1976,track:Silly Love Songs artist:Wings,4e6dQEZSQjUdAABxLHeQTV,33,1978-11-22
1,Silly Love Songs,Wings,1976,track:Silly Love Songs artist:Wings,3qTb4mtOSe2eOYVbe6yfUb,32,1976-12-10
1,Silly Love Songs,Wings,1976,track:Silly Love Songs artist:Wings,1WggQATNpvtrPRo3ljcHmQ,28,1987-11-02
3,Disco Lady,Johnnie Taylor,1976,track:Disco Lady artist:Johnnie Taylor,1tMyqN7bNCokdg7jWgKPc8,37,1976
3,Disco Lady,Johnnie Taylor,1976,track:Disco Lady artist:Johnnie Taylor,66jBbrVByFETJZ6FfpwxX4,27,1999-10-08
3,Disco Lady,Johnnie Taylor,1976,track:Disco Lady artist:Johnnie Taylor,2vswU6UOXMNDwnzWlvY1Ct,14,1976
3,Disco Lady,Johnnie Taylor,1976,track:Disco Lady artist:Johnnie Taylor,3fyxGi96dYbuIOOyHWWtfq,14,1976
3,Disco Lady,Johnnie Taylor,1976,track:Disco Lady artist:Johnnie Taylor,1BedILIY788bVdg8RGvebL,9,1976
4,"December, 1963 (Oh, What a Night)",The Four Seasons,1976,"track:December, 1963 (Oh, What a Night) artist:The Four Seasons",1hQFF33xi8ruavZNyovtUN,74,1975
4,"December, 1963 (Oh, What a Night)",The Four Seasons,1976,"track:December, 1963 (Oh, What a Night) artist:The Four Seasons",7ePFDzrnLt3Ynqgy2UFWri,65,2003-01-14
4,"December, 1963 (Oh, What a Night)",The Four Seasons,1976,"track:December, 1963 (Oh, What a Night) artist:The Four Seasons",5CuQUbas6KGKtHCZfNG7wY,46,2007-06-04
4,"December, 1963 (Oh, What a Night)",The Four Seasons,1976,"track:December, 1963 (Oh, What a Night) artist:The Four Seasons",022zw68VZ6twg3JdmIZLje,31,2014-06-23
4,"December, 1963 (Oh, What a Night)",The Four Seasons,1976,"track:December, 1963 (Oh, What a Night) artist:The Four Seasons",1WoFmc10jNDFmkoiaG1kYK,29,2019-08-23
5,Play That Funky Music,Wild Cherry,1976,track:Play That Funky Music artist:Wild Cherry,5uuJruktM9fMdN9Va0DUMl,69,1976
5,Play That Funky Music,Wild Cherry,1976,track:Play That Funky Music artist:Wild Cherry,0D7L4pBEGv8ni1cRfaTdMJ,53,2008-11-18
5,Play That Funky Music,Wild Cherry,1976,track:Play That Funky Music artist:Wild Cherry,1Zg71dOvDOf63sXwYEnGol,53,2010-03-01
5,Play That Funky Music,Wild Cherry,1976,track:Play That Funky Music artist:Wild Cherry,7jTFRJYtqCURYZeq5HPthC,43,1968
5,Play That Funky Music,Wild Cherry,1976,track:Play That Funky Music artist:Wild Cherry,1bYBLZUHKK0m93qZ4cMWJC,34,2002
6,Kiss and Say Goodbye,The Manhattans,1976,track:Kiss and Say Goodbye artist:The Manhattans,0rHiGIRASJq8snJGFJMpnI,59,1976
6,Kiss and Say Goodbye,The Manhattans,1976,track:Kiss and Say Goodbye artist:The Manhattans,6roaUdrIQUlTcujSFLtYKI,44,1999-10-08
6,Kiss and Say Goodbye,The Manhattans,1976,track:Kiss and Say Goodbye artist:The Manhattans,4GBq8IPJieQyxwpHfLCxAx,47,1995-10-30
6,Kiss and Say Goodbye,The Manhattans,1976,track:Kiss and Say Goodbye artist:The Manhattans,3xCy2d2yP0ChZrOUB2Gwnr,36,2000-01-11
6,Kiss and Say Goodbye,The Manhattans,1976,track:Kiss and Say Goodbye artist:The Manhattans,188v8fcmHHpRTgy5dubHQF,32,2010-03-01
7,Love Machine,The Miracles,1976,track:Love Machine artist:The Miracles,1b833AsiKCEhLLxmdQu9Hw,44,1994-02-22
7,Love Machine,The Miracles,1976,track:Love Machine artist:The Miracles,2j4k2Q2SGEijVhTv8pycv2,42,1975
7,Love Machine,The Miracles,1976,track:Love Machine artist:The Miracles,1eK0I8xCzdxViXIsF74sEA,11,1999-01-01
7,Love Machine,The Miracles,1976,track:Love Machine artist:The Miracles,46GhzMXiADTAfyW7ZJ9jc0,11,1993-01-15
7,Love Machine,The Miracles,1976,track:Love Machine artist:The Miracles,15kKENM1cVrUHcILjlLJwO,9,1975
8,50 Ways to Leave Your Lover,Paul Simon,1976,track:50 Ways to Leave Your Lover artist:Paul Simon,6Qb7gtV6Q4MnUjSbkFcopl,69,1975-10-25
8,50 Ways to Leave Your Lover,Paul Simon,1976,track:50 Ways to Leave Your Lover artist:Paul Simon,7bdDULyOUqNyWu6XPeAnSO,49,2007
8,50 Ways to Leave Your Lover,Paul Simon,1976,track:50 Ways to Leave Your Lover artist:Paul Simon,7GM5ImykWwxePKJnnVoEj2,17,2014-06-10
