Rank,Song,Artist(s),Year,Query,ID,Popularity,Release Date
1,Theme from A Summer Place,Percy Faith,1960,track:Theme from A Summer Place artist:Percy Faith,6zwvB879PJSpTyFcg2wwnL,56,1989-06-13
1,Theme from A Summer Place,Percy Faith,1960,track:Theme from A Summer Place artist:Percy Faith,2kKL5kk4On8YRSKWDgXWMX,47,1953
1,Theme from A Summer Place,Percy Faith,1960,track:Theme from A Summer Place artist:Percy Faith,5V9rUjZJfktI9EyHLHp40M,24,2013-02-12
1,Theme from A Summer Place,Percy Faith,1960,track:Theme from A Summer Place artist:Percy Faith,77laaqPYPavCt1Tsxn4tbK,21,1961
1,Theme from A Summer Place,Percy Faith,1960,track:Theme from A Summer Place artist:Percy Faith,6E4UcJwsCLWZy5UNhtPKDc,11,2013-02-12
2,He ll Have to Go,Jim Reeves,1960,track:He ll Have to Go artist:Jim Reeves,7DH5dXVuQaqcKf9oTy9oUN,55,1997-02-14
2,He ll Have to Go,Jim Reeves,1960,track:He ll Have to Go artist:Jim Reeves,7LKr5nHKs6ivxU35ds3AjO,41,1992-02-25
2,He ll Have to Go,Jim Reeves,1960,track:He ll Have to Go artist:Jim Reeves,0HAfPU3oUhlY8VpdVAgIlt,26,1995-07-31
2,He ll Have to Go,Jim Reeves,1960,track:He ll Have to Go artist:Jim Reeves,0WKa4EKhUCURnuKTqQzvoB,22,1989-09-21
2,He ll Have to Go,Jim Reeves,1960,track:He ll Have to Go artist:Jim Reeves,7cwjcJIAl2VOkP21um9S6L,15,2004-07-09
3,Cathy s Clown,The Everly Brothers,1960,track:Cathy s Clown artist:The Everly Brothers,27bw4i8LnECzVlbMZ4kFHw,52,1960-10
3,Cathy s Clown,The Everly Brothers,1960,track:Cathy s Clown artist:The Everly Brothers,1MA9StLzlFftLbuqOmoWij,49,1962-06-01
3,Cathy s Clown,The Everly Brothers,1960,track:Cathy s Clown artist:The Everly Brothers,5S5Jusj4MyKCze3YknWWo7,29,1964-08-01
3,Cathy s Clown,The Everly Brothers,1960,track:Cathy s Clown artist:The Everly Brothers,3VpET40k33lJhKY650zLXP,27,1993
3,Cathy s Clown,The Everly Brothers,1960,track:Cathy s Clown artist:The Everly Brothers,7bsBg3kudWosNCLa4kA0JC,22,2017-08-10
4,Running Bear,Johnny Preston,1960,track:Running Bear artist:Johnny Preston,1RYznli2VNO7FCbW1Hq4KM,37,2013-09-01
4,Running Bear,Johnny Preston,1960,track:Running Bear artist:Johnny Preston,0x6gSfnYA91AHPLvULn5NK,32,2019-10-10
4,Running Bear,Johnny Preston,1960,track:Running Bear artist:Johnny Preston,6Rofv750bWmTbRQQaQCbKh,1,2020-09-07
4,Running Bear,Johnny Preston,1960,track:Running Bear artist:Johnny Preston,1CPw74hzhzrhWHoX9s6VFY,17,2013-06-20
4,Running Bear,Johnny Preston,1960,track:Running Bear artist:Johnny Preston,6xCBUyZqFGGUlalnrDxgz1,0,2007-07-17
5,Teen Angel,Mark Dinning,1960,track:Teen Angel artist:Mark Dinning,36NPEs4S7ik50NrlzaqoIJ,30,2005
5,Teen Angel,Mark Dinning,1960,track:Teen Angel artist:Mark Dinning,7GvhZ0F7cMBwpv7QzeGABf,25,2008-07-29
5,Teen Angel,Mark Dinning,1960,track:Teen Angel artist:Mark Dinning,7yvhynOzO2lEovKuQT1Z4v,2,2010-12-23
5,Teen Angel,Mark Dinning,1960,track:Teen Angel artist:Mark Dinning,0m5gINUmgCGPMu9jQXrrJY,4,2014-08-27
6,I m Sorry,Brenda Lee,1960,track:I m Sorry artist:Brenda Lee,4LJcNiq2pBb8OeqrGdBJQw,57,1960-08-01
6,I m Sorry,Brenda Lee,1960,track:I m Sorry artist:Brenda Lee,2oicddm0bYirSQFrJGoC4i,9,2006-01-10
6,I m Sorry,Brenda Lee,1960,track:I m Sorry artist:Brenda Lee,0u22YA7Rvv1fFreGp1GzD7,13,1999-08-10
6,I m Sorry,Brenda Lee,1960,track:I m Sorry artist:Brenda Lee,0xmrYrTvJXgdqbqAeAnBIh,11,2009-01-01
6,I m Sorry,Brenda Lee,1960,track:I m Sorry artist:Brenda Lee,21xxyKN7dtfYI87RfuUID2,6,2013-09-24
7,It s Now or Never,Elvis Presley,1960,track:It s Now or Never artist:Elvis Presley,1XunTmhOcj3xwh4b8P3isX,59,2002-09-24
7,It s Now or Never,Elvis Presley,1960,track:It s Now or Never artist:Elvis Presley,6yP3V5FXNNJU8Z441vxhCV,54,1997-07-15
7,It s Now or Never,Elvis Presley,1960,track:It s Now or Never artist:Elvis Presley,5mlaaeSzFsH4ouhLrUHCbw,46,1963-08-11
7,It s Now or Never,Elvis Presley,1960,track:It s Now or Never artist:Elvis Presley,35iHCJkvKHqUnZ0E2eeF5d,43,2015-10-30
7,It s Now or Never,Elvis Presley,1960,track:It s Now or Never artist:Elvis Presley,7pW9Wj1U4t19HKlvxM6Pzw,29,2007
8,Handy Man,Jimmy Jones,1960,track:Handy Man artist:Jimmy Jones,63l4KCU2ZpXodzDzuHtyu4,36,1960-01-01
8,Handy Man,Jimmy Jones,1960,track:Handy Man artist:Jimmy Jones,19iQlNWcpDJfvUWY25shbs,2,1993-01-01
8,Handy Man,Jimmy Jones,1960,track:Handy Man artist:Jimmy Jones,7HktEGyiYcX22RFaOVckyq,6,2011-12-09
8,Handy Man,Jimmy Jones,1960,track:Handy Man artist:Jimmy Jones,59wRaXWjZ6Nb6aFrUOyGva,0,2011-12-09
9,Stuck on You,Elvis Presley,1960,track:Stuck on You artist:Elvis Presley,39zODpVtRvghMyfNjZ3BVK,57,1963-08-11
9,Stuck on You,Elvis Presley,1960,track:Stuck on You artist:Elvis Presley,4CztQckkyknWT9MxYtSaIa,47,1997-07-15
9,Stuck on You,Elvis Presley,1960,track:Stuck on You artist:Elvis Presley,7bA1DHtoJAvqyL42gHwOLa,45,2002-09-24
9,Stuck on You,Elvis Presley,1960,track:Stuck on You artist:Elvis Presley,2DdcGF6x9GMd6no5BCdEtd,20,1993-09-28
9,Stuck on You,Elvis Presley,1960,track:Stuck on You artist:Elvis Presley,4f5edlTMuHNqZABwYYu9XR,20,2020-04-03
10,The Twist,Chubby Checker,1960,track:The Twist artist:Chubby Checker,4YCnTYbq3oL1Lqpyxg33CU,59,2020-06-19
10,The Twist,Chubby Checker,1960,track:The Twist artist:Chubby Checker,3ohLnESFgYACPMCkoTOzqE,55,2005-01-01
10,The Twist,Chubby Checker,1960,track:The Twist artist:Chubby Checker,6DSvUZQdqtNfkJI4cAiUsM,41,1962-01-01
10,The Twist,Chubby Checker,1960,track:The Twist artist:Chubby Checker,6MiiXmlFKolNvpsrOOTCP6,37,2016-09-16
10,The Twist,Chubby Checker,1960,track:The Twist artist:Chubby Checker,429M0JPs0YMr0DBArKXPyZ,23,1961-01-01
11,Everybody s Somebody s Fool,Connie Francis,1960,track:Everybody s Somebody s Fool artist:Connie Francis,0d8FE2qM1lDEv5TI8VuivT,30,1963-10-01
11,Everybody s Somebody s Fool,Connie Francis,1960,track:Everybody s Somebody s Fool artist:Connie Francis,3ClSxJW0iCR6g6WhElmyF2,7,1999-10-05
11,Everybody s Somebody s Fool,Connie Francis,1960,track:Everybody s Somebody s Fool artist:Connie Francis,5BqijaxrkRqCsNDUCep7Yf,5,1996-01-01
12,Wild One,Bobby Rydell,1960,track:Wild One artist:Bobby Rydell,6OJZM84zgpRxRYtBk979xG,31,2005-10-18
12,Wild One,Bobby Rydell,1960,track:Wild One artist:Bobby Rydell,5d7dCCDQ5IhyC0F9zjY0OU,8,2010-11-01
12,Wild One,Bobby Rydell,1960,track:Wild One artist:Bobby Rydell,1Re5Omm9ye6JSFjGA2Ecmp,0,2010-01-07
12,Wild One,Bobby Rydell,1960,track:Wild One artist:Bobby Rydell,1jbDgwnuACiElXHMWCBk5x,0,1976-01-21
