Album ID,Artist IDs,Artist(s),ID,Popularity,Query,Rank,Release Date,Song,Year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Primary Artist ID,Genres,Top Genre
5Ap3F8CxjjsQKZGASDcHNA,'6ogn9necmbUdCppmNnGOdi',Alanis Morissette,1d6KS9GH06JAd19uiBy9IE,70.0,track:Ironic artist:Alanis Morissette,13.0,1995-01-01,Ironic,1996.0,0.408,0.582,11,-8.305,1,0.0508,0.218,0.0,0.159,0.365,114.926,230000,5,6ogn9necmbUdCppmNnGOdi,"alternative rock, canadian pop, canadian singer-songwriter, lilith, pop rock, singer-songwriter",alternative/indie
3usQV8KT7DxGnw2e4xCfV7,'1Y8cdNmUJH7yBTd9yOvr5i',Destiny's Child,3Ma8HYvoanWrZ0PCNiPUmI,23.0,"track:Jumpin , Jumpin  artist:Destiny's Child",13.0,1999-01-01,"Jumpin , Jumpin ",2000.0,0.771,0.719,1,-4.198,1,0.0515,0.00566,0.000885,0.0348,0.685,88.985,227907,4,1Y8cdNmUJH7yBTd9yOvr5i,"dance pop, girl group, hip pop, neo soul, pop, r&b, urban contemporary",soul/r&b
4FZ9s0pelFSliPWhVEWRcC,'5jNGQ7VOU87x5402JjhTtd',Deniece Williams,5kaF88lat4fWUiDXP6G48M,55.0,track:Let s Hear It for the Boy artist:Deniece Williams,13.0,1984-01-01,Let s Hear It for the Boy,1984.0,0.783,0.573,7,-8.521,1,0.0462,0.177,8.5e-05,0.043,0.789,122.744,261893,4,5jNGQ7VOU87x5402JjhTtd,"classic soul, disco, funk, motown, new jack swing, post-disco, quiet storm, soul, urban contemporary",disco
5PnwSSRbLcCLpNMe2LFhOC,'18jZvCsW1PJ4FDQ5gEXuKp',Debbie Gibson,6PMDILZiYo4YzMBbE0dGK9,65.0,track:Lost in Your Eyes artist:Debbie Gibson,13.0,1989-01-10,Lost in Your Eyes,1989.0,0.482,0.613,7,-7.462,1,0.0295,0.46,0.000856,0.129,0.238,144.46,213000,4,18jZvCsW1PJ4FDQ5gEXuKp,"new wave pop, soft rock",rock
20Ol6zZ0nLlc5EGTH1zA0j,'0X2BH1fck6amBIoJhDVmmJ',Ellie Goulding,3zHq9ouUJQFQRf3cm1rRLu,78.0,track:Love Me Like You Do artist:Ellie Goulding,13.0,2015-11-06,Love Me Like You Do,2015.0,0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,252534,4,0X2BH1fck6amBIoJhDVmmJ,"dance pop, edm, electropop, indietronica, metropopolis, pop, post-teen pop, tropical house, uk pop",edm
2eTrV6WUTJtKFzg5iznPJ7,'70ZTdbPEcEugBNay4MvxfL',Bread,7wWw7hBmErNg9u5w6Xx0vy,66.0,track:Make It with You artist:Bread,13.0,1970-01-01,Make It with You,1970.0,0.629,0.356,4,-11.135,1,0.0246,0.66,0.000617,0.173,0.472,83.886,192200,4,70ZTdbPEcEugBNay4MvxfL,"adult standards, folk, folk rock, mellow gold, soft rock",rock
29hJ8AFYZU98OzenrMr6iU,'04gDigrS5kc9YWfZHwBETP',Maroon 5,1lHXlGlve5Zx8tXLhyjDwM,57.0,track:Makes Me Wonder artist:Maroon 5,13.0,2007-01-01,Makes Me Wonder,2007.0,0.803,0.851,7,-2.429,1,0.0357,0.00485,0.000358,0.0577,0.881,113.996,211080,4,04gDigrS5kc9YWfZHwBETP,"pop, pop rock",pop
5X5DaYvnFqc4EatPOYSmnt,'01hRNr3yF5bYnPq4wZ88iI',Tommy James ,23xk9Rf7oIHVUU1JvmXYFn,55.0,track:Mony Mony artist:Tommy James ,13.0,1968-01-01,Mony Mony,1968.0,0.592,0.834,2,-11.565,1,0.0334,0.322,0.0,0.364,0.809,130.967,174133,4,01hRNr3yF5bYnPq4wZ88iI,"brill building pop, bubblegum pop, classic garage rock, classic rock, country rock, folk rock, mellow gold, merseybeat, psychedelic rock, rock, rock-and-roll, soft rock",country
24YoVjBTadmRW2Zhc9ou9S,"'4S9EykWXhStSc15wEx8QFK', '3PhL2Vdao2v8SS8AptuhAr'",Celine Dion,3eiymMcHMtNeN0xKeP4WQM,38.0,track:My Heart Will Go On artist:Celine Dion,13.0,1997-01-01,My Heart Will Go On,1998.0,0.218,0.12,1,-20.156,0,0.0328,0.803,0.00104,0.126,0.0394,96.348,310707,4,4S9EykWXhStSc15wEx8QFK,"canadian pop, dance pop",pop
4UlGauD7ROb3YbVOFMgW5u,'5pKCCKE2ajJHZ9KAiaK11H',Rihanna,4pAl7FkDMNBsjykPXo91B3,79.0,track:Needed Me artist:Rihanna,13.0,2016-01-28,Needed Me,2016.0,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,191600,4,5pKCCKE2ajJHZ9KAiaK11H,"barbadian pop, dance pop, pop, pop rap, post-teen pop, urban contemporary",hip hop/rap
5mPnkoXhX4PWuhqVE30vVh,'7BFr36uI1dzJyo6tpa5Ued',The Chi-Lites,0cFlXjTxFdMGGPfLVpt3Wv,51.0,track:Oh Girl artist:The Chi-Lites,13.0,2001-01-01,Oh Girl,1972.0,0.418,0.402,10,-12.942,1,0.0288,0.226,0.0,0.103,0.601,133.683,216280,4,7BFr36uI1dzJyo6tpa5Ued,"chicago soul, classic soul, disco, funk, motown, quiet storm, soul, southern soul",disco
1IM3GwptCGYjRkzCBolyFK,'0zOcE3mg9nS6l3yxt1Y0bK',The Fray,1N62wozuHCvczCkY4QidpP,70.0,track:Over My Head (Cable Car) artist:The Fray,13.0,2005-09-13,Over My Head (Cable Car),2006.0,0.592,0.729,8,-4.156,1,0.0448,0.022,0.0,0.0653,0.709,116.03,236267,4,0zOcE3mg9nS6l3yxt1Y0bK,"neo mellow, piano rock, pop, pop rock",rock
1fqUZTGqbB0o0hIFhCbAg4,'2Cd98zHVdZeOCisc6Gi2sB',Technotronic,21qnJAMtzC6S5SESuqQLEK,67.0,track:Pump Up the Jam artist:Technotronic,13.0,1989-01-01,Pump Up the Jam,1990.0,0.885,0.844,10,-9.225,0,0.0733,0.0147,4.49e-06,0.0494,0.715,124.602,320307,4,2Cd98zHVdZeOCisc6Gi2sB,"eurodance, europop, hip house, new beat",pop
7Kmmw7Z5D2UD5MVwdm10sT,'7gP3bB2nilZXLfPHJhMdvc',Foster the People,7w87IxuO7BDcJ3YUqCyMTT,84.0,track:Pumped Up Kicks artist:Foster the People,13.0,2011-05-23,Pumped Up Kicks,2011.0,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4,7gP3bB2nilZXLfPHJhMdvc,"indietronica, modern rock, pop, rock",alternative/indie
5WndWfzGwCkHzAbQXVkg2V,'7nwUJBm0HE4ZxD3f5cy5ok',Aretha Franklin,7s25THrKz86DM225dOYwnr,73.0,track:Respect artist:Aretha Franklin,13.0,1967-03-10,Respect,1967.0,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,147600,4,7nwUJBm0HE4ZxD3f5cy5ok,"adult standards, classic soul, jazz blues, memphis soul, soul, southern soul",soul/r&b
21REQ6X34DCAcoxtj654TI,'0JDkhL4rjiPNEp92jAgJnS',Roy Orbison,6sbj89WozjblBMa5u41orw,45.0,track:Running Scared artist:Roy Orbison,13.0,1962-01-01,Running Scared,1961.0,0.572,0.392,9,-10.555,1,0.0325,0.778,0.000435,0.15,0.381,128.255,132040,3,0JDkhL4rjiPNEp92jAgJnS,"adult standards, brill building pop, bubblegum pop, classic rock, folk rock, mellow gold, rock, rock-and-roll, rockabilly",rock
5EuNq3rYUESwy6Vcsz2PZe,'3sgFRtyBnxXD5ESfmbK4dl',LMFAO,0obBFrPYkSoBJbvHfUIhkv,63.0,track:Sexy and I Know It artist:LMFAO,13.0,2011-01-01,Sexy and I Know It,2012.0,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,199480,4,3sgFRtyBnxXD5ESfmbK4dl,"dance pop, edm, pop rap",edm
2QJmrSgbdM35R67eoGQo4j,'06HL4z0CvFAxyc27GXpf02',Taylor Swift,5xTtaWoae3wi06K5WfVUUH,71.0,track:Shake It Off artist:Taylor Swift,13.0,2014-10-27,Shake It Off,2014.0,0.648,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.02,219200,4,06HL4z0CvFAxyc27GXpf02,"pop, post-teen pop",pop
52TqKxbJkOBsbjKxlKgLwu,"'2gBjLmx6zQnFGQJCAQpRgw', '07W0YfsvHM7Mw7Bq48Mb0A', '59wfkuBoNyhDMQGCljbUbA'",Nelly  ,1lKS7SZQ7r5vOChLwJurmm,54.0,track:Shake Ya Tailfeather artist:Nelly  ,13.0,2016-08-12,Shake Ya Tailfeather,2003.0,0.662,0.808,1,-4.749,1,0.271,0.176,0.0,0.169,0.909,87.644,293667,4,2gBjLmx6zQnFGQJCAQpRgw,"dance pop, hip hop, pop rap, rap, southern hip hop, st louis rap, urban contemporary",hip hop/rap
4UMjBXcRqIgMZ1XumU2x5T,'2sil8z5kiy4r76CRTXxBCA',Goo Goo Dolls,0nnwn7LWHCAu09jfuH1xTA,70.0,track:Slide artist:Goo Goo Dolls,13.0,1998-09-11,Slide,1999.0,0.395,0.843,8,-4.476,1,0.0374,0.00483,0.0,0.0404,0.481,112.423,212067,4,2sil8z5kiy4r76CRTXxBCA,"alternative rock, neo mellow, permanent wave, pop rock, post-grunge",alternative/indie
1JfdhweOku5xDD78eiid4A,"'0rG0AZBscc8S8q1ahIsasI', '6tBnRI3ubWYclKSbGvGtKd'",Juvenile  ,6ihObRBTB8xdSH2mlERtOX,64.0,track:Slow Motion artist:Juvenile  ,13.0,2003-01-01,Slow Motion,2004.0,0.713,0.734,0,-4.894,0,0.325,0.548,0.0,0.0687,0.89,172.872,248200,4,0rG0AZBscc8S8q1ahIsasI,"bounce, crunk, dirty south rap, gangster rap, hip hop, hip pop, new orleans rap, pop rap, rap, southern hip hop, trap",hip hop/rap
5SwNGsGw1I8H361DKiYnnn,'4iHNK0tOyZPYnBU7nGAgpQ',Mariah Carey,6TSM5vkz0WzyZsNAKKYDcw,50.0,track:Someday artist:Mariah Carey,13.0,1990-06-12,Someday,1991.0,0.684,0.818,1,-8.686,0,0.0405,0.207,2.19e-06,0.0251,0.937,109.864,246107,4,4iHNK0tOyZPYnBU7nGAgpQ,"dance pop, pop, urban contemporary",pop
0T23GvNaBUGtMKxZko8LQG,"'5pKCCKE2ajJHZ9KAiaK11H', '1buzCmyYZE4kcdLRudsb8V'",Rihanna  ,789CxjEOtO76BVD1A9yJQH,66.0,track:Stay artist:Rihanna  ,13.0,2012-01-01,Stay,2013.0,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,240707,4,5pKCCKE2ajJHZ9KAiaK11H,"barbadian pop, dance pop, pop, pop rap, post-teen pop, urban contemporary",hip hop/rap
6zuCJaxmHKNKN5hMDF556U,"'3zTOe1BtyTkwNvYZOxXktX', '3LIJJJkO7R5RasRwt7xIn5', '1f7DyDtA0IwtD0f9NLf4P6'",Joe  ,7FWuzwapuKHTEyDJIcQOw3,58.0,track:Stutter artist:Joe  ,13.0,2000-04-18,Stutter,2001.0,0.767,0.759,6,-6.516,1,0.117,0.0513,0.0,0.31,0.677,89.989,213027,4,3zTOe1BtyTkwNvYZOxXktX,"dance pop, hip pop, neo soul, new jack swing, pop rap, r&b, urban contemporary",soul/r&b
7hBV0wo7cDHZQLYnuOJ312,'56oDRnqbIiwx4mymNEv7dS',Lizzo,4JazDcr295JjClPNnks5WL,42.0,track:Truth Hurts artist:Lizzo,13.0,2019-04-17,Truth Hurts,2019.0,0.713,0.626,4,-2.891,0,0.124,0.111,0.0,0.126,0.39,158.08,173306,4,56oDRnqbIiwx4mymNEv7dS,"dance pop, escape room, minnesota hip hop, pop, pop rap, post-teen pop, trap queen",hip hop/rap
1CEODgTmTwLyabvwd7HBty,'4gzpq5DPGxSnKTe4SA8HAU',Coldplay,1mea3bSkSGXuIRvnydlB5b,79.0,track:Viva la Vida artist:Coldplay,13.0,2008-05-26,Viva la Vida,2008.0,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373,4,4gzpq5DPGxSnKTe4SA8HAU,"permanent wave, pop",pop
70gDHlCYONYFiaHZj98hLY,'0CXNdUUhv5Cw42dr0wWrjd',Honey Cone,3YpN9pvaTXKSXurj3HBq8M,37.0,track:Want Ads artist:Honey Cone,13.0,2010-07-27,Want Ads,1971.0,0.651,0.812,1,-6.912,1,0.239,0.33,0.000131,0.0833,0.927,189.684,166386,4,0CXNdUUhv5Cw42dr0wWrjd,classic soul,soul/r&b
7AaqMMiYMvnMB3RcS8u3EY,'2LIk90788K0zvyj2JJVwkJ',Jack Harlow  ,1jaTQ3nqY3oAAYyCTbIvnM,81.0,track:Whats Poppin artist:Jack Harlow  ,13.0,2020-03-13,Whats Poppin,2020.0,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,139741,4,2LIk90788K0zvyj2JJVwkJ,"deep underground hip hop, kentucky hip hop, pop rap, rap",hip hop/rap
35XG1sovYmuWPpYCJsEX6F,'2Mhi3jfuRSdbVZPdjqsnnN',Dr. Hook,1UiKUFbCfgbVjwY8W657Pv,63.0,track:When You re in Love with a Beautiful Woman artist:Dr. Hook,13.0,1978-01-01,When You re in Love with a Beautiful Woman,1979.0,0.679,0.728,8,-9.539,1,0.0378,0.405,0.00261,0.0506,0.852,109.623,178827,4,2Mhi3jfuRSdbVZPdjqsnnN,"bubblegum pop, classic rock, country rock, folk rock, mellow gold, soft rock",country
2DiIYE1nwRB4JW42HoXBnu,'4O15NlyKLIASxsJ0PrXPfz',Lil Uzi Vert,5lqQaR00aXDezywi6GfrF5,49.0,track:XO Tour Llif3 artist:Lil Uzi Vert,13.0,2017-08-24,XO Tour Llif3,2017.0,0.722,0.614,11,-7.549,0,0.115,0.00466,0.0,0.106,0.485,154.903,182728,4,4O15NlyKLIASxsJ0PrXPfz,"melodic rap, philly rap, rap, trap",hip hop/rap
5fpOmAuZaVyEXPlQ4oOqJ6,'57bUPid8xztkieZfS7OlEV',The Supremes,1OppEieGNdItZbE14gLBEv,74.0,track:You Can t Hurry Love artist:The Supremes,13.0,1966-08-25,You Can t Hurry Love,1966.0,0.63,0.711,10,-9.34,1,0.0472,0.299,0.0,0.0813,0.659,96.912,167933,4,57bUPid8xztkieZfS7OlEV,"adult standards, brill building pop, classic girl group, disco, folk rock, funk, motown, quiet storm, soul",disco
63G6sklw2HWRXiMDtr5RQw,'0zOcE3mg9nS6l3yxt1Y0bK',The Fray,0cniEW3qI7wliWIaQNmArE,36.0,track:You Found Me artist:The Fray,13.0,2007-07-30,You Found Me,2009.0,0.395,0.811,11,-5.542,1,0.0395,0.658,0.0,0.096,0.414,147.971,247493,4,0zOcE3mg9nS6l3yxt1Y0bK,"neo mellow, piano rock, pop, pop rock",rock
1d79WI0e5XKTpBymbKADDQ,'04LIHk1SobiQwt2tlupoAV',Leo Sayer,6gTrbqZnyljwXdYQTyBkSx,60.0,track:You Make Me Feel Like Dancing artist:Leo Sayer,13.0,1976-01-01,You Make Me Feel Like Dancing,1977.0,0.728,0.718,8,-5.281,0,0.0501,0.0848,0.0,0.0579,0.733,95.922,219467,4,04LIHk1SobiQwt2tlupoAV,"adult standards, brill building pop, bubblegum pop, classic uk pop, disco, folk, folk rock, mellow gold, soft rock",disco
5n47Dui0H3pGpZSOxITmoq,"'4hKkEHkaqCsyxNxXEsszVH', '4BoRxUdrcgbbq1rxJvvhg9'",John Travolta  ,0B9x2BRHqj3Qer7biM3pU3,75.0,track:You re the One That I Want artist:John Travolta  ,13.0,1978-04-04,You re the One That I Want,1978.0,0.758,0.612,0,-11.403,1,0.0598,0.281,0.00288,0.0954,0.822,106.945,169840,4,4hKkEHkaqCsyxNxXEsszVH,hollywood,
4ycNE7y1rp5215g1kkqk1P,"'3q7HBObVc0L8jNeTe5Gofh', '1Oa0bMld0A3u5OTYfMzp5h'",50 Cent  ,41bIQPBE1lFN0mmw6Lmssz,70.0,track:21 Questions artist:50 Cent  ,14.0,2003-02-06,21 Questions,2003.0,0.576,0.807,6,-3.908,0,0.317,0.353,0.000363,0.0512,0.908,90.012,224427,4,3q7HBObVc0L8jNeTe5Gofh,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap",hip hop/rap
5gK0fkRx9h3OP8opU2sFpr,'2YdVmtVBpIrv0N6WiBzSqm',Atlantic Starr,2TQaMcc3BEAF5Srn7FCipl,61.0,track:Always artist:Atlantic Starr,14.0,1987-03-24,Always,1987.0,0.606,0.532,7,-6.759,1,0.0256,0.403,0.000904,0.356,0.327,130.945,288493,4,2YdVmtVBpIrv0N6WiBzSqm,"disco, funk, motown, new jack swing, post-disco, quiet storm, r&b, soul, urban contemporary",disco
6zXb9FQMzawvY2Au8Kxky3,'0awl5piYwO0CDTHEkCjUhn',Nico ,1fidCEsYlaVE3pHwKCvpFZ,74.0,track:Am I Wrong artist:Nico ,14.0,2014-01-01,Am I Wrong,2014.0,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,0.779,119.968,245867,4,0awl5piYwO0CDTHEkCjUhn,"dance pop, pop rap",hip hop/rap
0oX4SealMgNXrvRDhqqOKg,'3fMbdgg4jU18AjLCKBhRSm',Michael Jackson,7EsjkelQuoUlJXEw7SeVV4,67.0,track:Black or White artist:Michael Jackson,14.0,1991-11-13,Black or White,1992.0,0.518,0.901,9,-3.749,1,0.093,0.174,0.0314,0.0712,0.873,115.026,254933,4,3fMbdgg4jU18AjLCKBhRSm,"pop, r&b, soul",soul/r&b
2pJXQvY0YeDvVJ9gMU9G7j,'2NjfBq1NflQcKSeiDooVjY',Tones ,5ZULALImTm80tzUbYQYM9d,78.0,track:Dance Monkey artist:Tones ,14.0,2019-08-29,Dance Monkey,2020.0,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438,4,2NjfBq1NflQcKSeiDooVjY,"australian pop, pop",pop
0PMasrHdpaoIRuHuhHp72O,'3eqjTLE0HfPfh78zjh6TqT',Bruce Springsteen,7FwBtcecmlpc1sLySPXeGE,77.0,track:Dancing in the Dark artist:Bruce Springsteen,14.0,1984-06-04,Dancing in the Dark,1984.0,0.527,0.942,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723,241307,4,3eqjTLE0HfPfh78zjh6TqT,"classic rock, heartland rock, mellow gold, permanent wave, rock, singer-songwriter",rock
1V9oE8bVilClrk5naqyyvL,"'2wY79sveU1sp5g7SokKOiI', '2cWZOOzeOm4WmBJRnD5R7I'",Sam Smith  ,6Qs4SXO9dwPj5GKvVOv8Ki,79.0,track:Dancing with a Stranger artist:Sam Smith  ,14.0,2019-01-11,Dancing with a Stranger,2019.0,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,171030,4,2wY79sveU1sp5g7SokKOiI,"dance pop, pop, post-teen pop, uk pop",pop
6mWE1yQJVHa6JnDCLjz1Mk,'0x83OBqixqdCHnStP5VMcn',The Shirelles,36f5xtZ2CXIc1WOirnnD3j,44.0,track:Dedicated to the One I Love artist:The Shirelles,14.0,1961-01-01,Dedicated to the One I Love,1961.0,0.398,0.325,10,-6.159,1,0.0382,0.812,0.0,0.169,0.454,80.563,120307,4,0x83OBqixqdCHnStP5VMcn,"adult standards, brill building pop, classic girl group, doo-wop, motown, rhythm and blues, rock-and-roll, rockabilly, soul",soul/r&b
50qDHoXQ1QASk26kNQTW5l,'0Sq7oGrYEe0BDmb13wgjOO',Helen Reddy,53RGKUb4zvhHaDCmjgUrIP,47.0,track:Delta Dawn artist:Helen Reddy,14.0,1973-01-01,Delta Dawn,1973.0,0.48,0.818,7,-8.361,1,0.101,0.462,0.0,0.365,0.794,157.276,190507,4,0Sq7oGrYEe0BDmb13wgjOO,"adult standards, brill building pop, bubblegum pop, folk, folk rock, mellow gold, soft rock",rock
1Hx9JuA0e9dAm5z6f0oNE6,'5IFCkqu9J6xdWeYMk5I889',Gloria Estefan,0AHePznQsgBpkBJEOd5Q07,38.0,track:Don t Wanna Lose You artist:Gloria Estefan,14.0,1984-01-01,Don t Wanna Lose You,1989.0,0.463,0.469,5,-9.651,1,0.0274,0.498,1.89e-06,0.149,0.433,164.391,249133,4,5IFCkqu9J6xdWeYMk5I889,"dance pop, latin, latin pop, new wave pop, pop, soft rock",pop
4feyjHLm31HxeKGegVXYPZ,'6XpaIBNiVzIetEPCWDvAFP',Whitney Houston,1X3ypzPnyerpZuMqrDFK29,52.0,track:Exhale (Shoop Shoop) artist:Whitney Houston,14.0,1995-11-07,Exhale (Shoop Shoop),1996.0,0.661,0.394,1,-9.032,1,0.0318,0.401,0.0,0.119,0.107,137.954,204333,4,6XpaIBNiVzIetEPCWDvAFP,"dance pop, pop, urban contemporary",pop
4PgleR09JVnm3zY1fW3XBA,'0du5cEVh5yTK9QJze8zA0C',Bruno Mars  ,5XMkENs3GfeRza8MfVAhjK,70.0,track:Finesse artist:Bruno Mars  ,14.0,2016-11-17,Finesse,2018.0,0.741,0.798,5,-5.342,0,0.0718,0.00781,0.0,0.0232,0.939,104.953,191000,4,0du5cEVh5yTK9QJze8zA0C,"dance pop, pop",pop
06Y7ghOzNhkvi96rcXsTvt,'5QHvbEwccF3WANUD5lEIuA',Silver Convention,4BzIFYuujBQsdmELx5fUhA,43.0,"track:Fly, Robin, Fly artist:Silver Convention",14.0,1975-01-01,"Fly, Robin, Fly",1976.0,0.828,0.417,0,-14.136,0,0.0328,0.00709,0.762,0.0703,0.945,100.28,228920,4,5QHvbEwccF3WANUD5lEIuA,disco,disco
2R7G5Z0RWWZU1V731JZG68,'4Js9eYwAf9rypNtV8pNSw9',Petey Pablo,4MeDnO5yA2Zi6IMlVApRci,64.0,track:Freek-a-Leek artist:Petey Pablo,14.0,2004-01-01,Freek-a-Leek,2004.0,0.756,0.691,2,-3.718,1,0.178,0.0744,0.0,0.364,0.632,104.999,235187,4,4Js9eYwAf9rypNtV8pNSw9,"crunk, dirty south rap, hip pop, north carolina hip hop, pop rap, southern hip hop",hip hop/rap
2ePFIvZKMe8zefATp9ofFA,"'4tZwfgrHOc3mvqYlEYSvVi', '2RdwBSPQiwcmiDo9kixcl8', '3yDIp0kaq9EFKe07X1X2rz'",Daft Punk  ,2Foc5Q5nqNiosCNqttzHof,79.0,track:Get Lucky artist:Daft Punk  ,14.0,2013-04-19,Get Lucky,2013.0,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,248413,4,4tZwfgrHOc3mvqYlEYSvVi,"electro, filter house",edm
2esWeP8Ln1sXA0jbDmi3Zq,'41qil2VaGbD194gaEcmmyx',Will Smith,0weAUscowxeqDtpCgtbpgp,71.0,track:Gettin  Jiggy wit It artist:Will Smith,14.0,1997-10-03,Gettin  Jiggy wit It,1998.0,0.881,0.874,6,-4.505,1,0.139,0.0175,1.14e-06,0.154,0.858,107.891,227933,4,41qil2VaGbD194gaEcmmyx,"hip hop, pop rap",hip hop/rap
1O2sEdKLsSHROEyYgUQmnb,'5xWPOujQqd4wXyB08slZ9Z',Peter Cetera,1eyq8cjUQ2daFthW2PC2GM,72.0,track:Glory of Love artist:Peter Cetera,14.0,1986-01-01,Glory of Love,1986.0,0.518,0.585,5,-8.485,1,0.0279,0.0778,2.43e-06,0.31,0.312,144.998,258120,4,5xWPOujQqd4wXyB08slZ9Z,"adult standards, mellow gold, new wave pop, soft rock",rock
29t8lxRlQIyG4K5Xaydt46,'3Z02hBLubJxuFJfhacLSDc',Br,32Gf5A7Hr8RdgggXG0Fdks,70.0,track:Have You Ever? artist:Br,14.0,1996-06-04,Have You Ever?,1999.0,0.57,0.478,7,-10.185,1,0.0322,0.536,1.33e-05,0.0931,0.358,145.517,291667,3,3Z02hBLubJxuFJfhacLSDc,"album rock, canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, rock, soft rock",rock
0qZTwrunzX3LG45PvRghmh,'22WZ7M8sxp5THdruNY3gXt',The Doors,3bWGaqVeYKMlLss40mPgNn,62.0,"track:Hello, I Love You artist:The Doors",14.0,1968-07-03,"Hello, I Love You",1968.0,0.597,0.554,11,-14.144,0,0.0425,0.029,0.0,0.0766,0.963,117.835,133200,4,22WZ7M8sxp5THdruNY3gXt,"acid rock, album rock, classic rock, psychedelic rock, rock",rock
2GSZ2kruaBmA5hR9xngeBX,'7ihLzUpuNecU5VBkvOUDNq',Damn Yankees,5t5rCnsgRBtcKqTB7SbD1Q,60.0,track:High Enough artist:Damn Yankees,14.0,1990-01-01,High Enough,1991.0,0.273,0.537,2,-9.612,1,0.0306,0.0241,0.0,0.0922,0.232,81.814,287320,4,7ihLzUpuNecU5VBkvOUDNq,"album rock, classic rock, glam metal, hard rock, rock",rock
149uNfiuZnxrX5gI008JDO,'0Wt8hmgHtXUgwsLg5NpMZv',Vanity Fare,7Krjc9LztiwRGD5yGZBWPj,10.0,track:Hitchin  a Ride artist:Vanity Fare,14.0,1970-06-01,Hitchin  a Ride,1970.0,0.663,0.6,0,-11.39,1,0.0393,0.22,0.00059,0.141,0.288,134.069,188047,4,0Wt8hmgHtXUgwsLg5NpMZv,"brill building pop, bubblegum pop, classic uk pop, merseybeat",pop
6puf6DIqPoNJGxpr3oCR5s,'6jJ0s89eD6GaHleKKya26X',Katy Perry,5gD1OfCiygqxjjOxiaEKUe,46.0,track:I Kissed a Girl artist:Katy Perry,14.0,2008-01-01,I Kissed a Girl,2008.0,0.681,0.753,9,-3.23,0,0.0932,0.00218,0.0,0.0714,0.757,129.976,180947,4,6jJ0s89eD6GaHleKKya26X,"dance pop, pop, post-teen pop",pop
6thSjE17RxW8tJFtLyXA3B,'7guDJrEfX3qb6FEbdPA5qi',Stevie Wonder,2aCKBrLn7rbhStk5k4FwnF,57.0,track:I Was Made to Love Her artist:Stevie Wonder,14.0,1967-08-01,I Was Made to Love Her,1967.0,0.371,0.613,7,-6.685,0,0.0452,0.0589,0.0,0.0479,0.873,203.732,156440,4,7guDJrEfX3qb6FEbdPA5qi,"adult standards, funk, indie r&b, motown, quiet storm, soul",soul/r&b
0aVJmVAeEx78nAA1rAKYf7,'07YZf4WDAMNwqr4jfgOZ8y',Jason Derulo,5BoIP8Eha5hwmRVURkC2Us,64.0,track:In My Head artist:Jason Derulo,14.0,2010-02-24,In My Head,2010.0,0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009,199027,4,07YZf4WDAMNwqr4jfgOZ8y,"dance pop, pop, pop rap, post-teen pop",hip hop/rap
0OwSOrPWyP9batKOhOnaPt,'5KDIH2gF0VpelTqyQS7udb',Staind,25CMmGsl22APKhfuj4Tp7j,67.0,track:It s Been Awhile artist:Staind,14.0,2001-05-22,It s Been Awhile,2001.0,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,264707,4,5KDIH2gF0VpelTqyQS7udb,"alternative metal, nu metal, post-grunge, rap rock, rock",hip hop/rap
1XXRMULRjSHEmWNxk9G1Cd,'21gGD9dUby5ls0belA1wqZ',H-Town,6x53SJOV1PAZ8ZUwH4NFXQ,61.0,track:Knockin  da Boots artist:H-Town,14.0,1993-01-28,Knockin  da Boots,1993.0,0.726,0.501,1,-13.884,0,0.154,0.155,0.0,0.0893,0.582,128.099,330945,4,21gGD9dUby5ls0belA1wqZ,"boy band, hip pop, neo soul, new jack swing, quiet storm, r&b, urban contemporary",soul/r&b
