Album ID,Artist IDs,Artist(s),ID,Popularity,Query,Rank,Release Date,Song,Year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Primary Artist ID,Genres,Top Genre
3bbdZdZQtCtnWEN5zG7Eyj,'3Z02hBLubJxuFJfhacLSDc',Bryan Adams,5HQ6AUDMbMuwktvcNPuV1y,36.0,track:(Everything I Do) I Do It for You artist:Bryan Adams,1.0,1991-01-01,(Everything I Do) I Do It for You,1991.0,0.521,0.349,1,-13.452,1,0.0289,0.0648,1.33e-05,0.055,0.273,131.189,398027,4,3Z02hBLubJxuFJfhacLSDc,"album rock, canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, rock, soft rock",rock
4zhigAhPwqp43XVHBiVeQI,'7xTcuBOIAAIGDOSvwYFPzk',Daniel Powter,0mUyMawtxj1CJ76kn9gIZK,75.0,track:Bad Day artist:Daniel Powter,1.0,2005-02-22,Bad Day,2006.0,0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,233640,4,7xTcuBOIAAIGDOSvwYFPzk,"canadian pop, neo mellow, pop rock",pop
0jZfbz0dNfDjPSg0hYJNth,'72OaDtakiy6yFqkt4TsiFt',Cher,2goLsvvODILDzeeiT4dAoR,76.0,track:Believe artist:Cher,1.0,1998-01-01,Believe,1999.0,0.652,0.917,6,-6.72,1,0.0548,0.0082,0.0,0.0509,0.459,132.975,239027,4,72OaDtakiy6yFqkt4TsiFt,"dance pop, hollywood, new wave pop, pop, pop rock",pop
2Jmuuw5ff8gAGAP6B1yKKJ,'5PN2aHIvLEM98XIorsPMhE',Kim Carnes,0kPeymTUiaidv48eRrMISu,64.0,track:Bette Davis Eyes artist:Kim Carnes,1.0,2007-01-01,Bette Davis Eyes,1981.0,0.659,0.541,5,-7.919,1,0.0272,0.0174,0.0,0.198,0.56,116.685,224693,4,5PN2aHIvLEM98XIorsPMhE,"new wave pop, soft rock",rock
4yP0hdKOZPNshxUOjY0cZj,'1Xyo4u8uXC1ZmMpatF05PJ',The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,94.0,track:Blinding Lights artist:The Weeknd,1.0,2020-03-20,Blinding Lights,2020.0,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4,1Xyo4u8uXC1ZmMpatF05PJ,"canadian contemporary r&b, canadian pop, pop",soul/r&b
3BGPil8BDPVoDK0lnUPtvb,'25NQNriVT2YbSW80ILRWJa',Faith Hill,3y4LxiYMgDl4RethdzpmNe,67.0,track:Breathe artist:Faith Hill,1.0,1999-11-09,Breathe,2000.0,0.529,0.496,7,-9.007,1,0.029,0.173,0.0,0.251,0.278,136.859,250547,4,25NQNriVT2YbSW80ILRWJa,"contemporary country, country, country dawn, country road, pop rock",country
0JwHz5SSvpYWuuCNbtYZoV,'70cRZdQywnSFp9pnc2WTCE',Simon ,6l8EbYRtQMgKOyc1gcDHF9,71.0,track:Bridge Over Troubled Water artist:Simon ,1.0,1970-01-26,Bridge Over Troubled Water,1970.0,0.149,0.206,3,-13.888,1,0.0323,0.822,0.000649,0.115,0.264,79.764,293120,4,70cRZdQywnSFp9pnc2WTCE,"classic rock, folk, folk rock, melancholia, mellow gold, rock",rock
76oMr4Y2pOtcrvZLc2ZikF,'1bs7HoMkSyQwcobCpE9KpN',The Mamas ,4s6LhHAV5SEsOV0lC2tjvJ,77.0,track:California Dreamin  artist:The Mamas ,1.0,1966-03-01,California Dreamin ,1966.0,0.552,0.608,1,-9.786,0,0.0345,0.352,0.0,0.0533,0.637,112.367,162373,4,1bs7HoMkSyQwcobCpE9KpN,"brill building pop, bubblegum pop, classic rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock, sunshine pop",rock
7mEjsBlRmfP63cH1gdPT6A,'4tpUmLEVLCGFr93o8hFFIB',Blondie,0vLwL4xuJ3s7SeaCdvMqkY,60.0,track:Call Me artist:Blondie,1.0,1981-10-31,Call Me,1980.0,0.551,0.628,2,-13.799,1,0.036,0.0336,0.000194,0.151,0.777,142.167,212893,4,4tpUmLEVLCGFr93o8hFFIB,"candy pop, new wave, new wave pop, permanent wave, power pop, rock",pop
3jknvlUSe6D9Oyn2E3JBLO,'6O74knDqdv3XaWtkII7Xjp',Boyz II Men,3l3xTXsUXeWlkPqzMs7mPD,71.0,track:End of the Road artist:Boyz II Men,1.0,1991-04-30,End of the Road,1992.0,0.64,0.427,5,-9.29,0,0.0241,0.0664,0.0,0.0579,0.529,149.703,351467,3,6O74knDqdv3XaWtkII7Xjp,"boy band, new jack swing, quiet storm, r&b, urban contemporary",soul/r&b
5W9OT0a5iZlBr83a9WMKFY,'5NGO30tJxFlKixkPSgXcFE',The Police,1JSTJqkT5qHq8MDJnJbRE1,84.0,track:Every Breath You Take artist:The Police,1.0,1983-06-17,Every Breath You Take,1983.0,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,253920,4,5NGO30tJxFlKixkPSgXcFE,"album rock, art rock, classic rock, mellow gold, new wave, permanent wave, rock, soft rock",rock
34K1Kvskt9arWy8E1Gz3Lw,'19ra5tSw0tWufvUp8GotLo',George Michael,0HEmnAUT8PHznIAAmVXqFJ,74.0,track:Faith artist:George Michael,1.0,1987-10-30,Faith,1988.0,0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,193200,4,19ra5tSw0tWufvUp8GotLo,soft rock,rock
0fYctMs4EvoEqzDh8Kmg5g,"'3y24n3XhZ96wgwRXjvS17T', '2LhsePRtgCo4THVKULQBL7'",Coolio  ,7lQWRAjyhTpCWFC0jmclT4,83.0,track:Gangsta s Paradise artist:Coolio  ,1.0,1995-11-07,Gangsta s Paradise,1995.0,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.387,79.974,240693,4,3y24n3XhZ96wgwRXjvS17T,"g funk, gangster rap, hip hop, rap, west coast rap",hip hop/rap
1ATL5GLyefJaxhQzSPVrLX,'3TVXtAsR1Inumwj472S9r4',Drake,6DCZcSspjsKoFjzjrWoCdn,82.0,track:God s Plan artist:Drake,1.0,2018-06-29,God s Plan,2018.0,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4,3TVXtAsR1Inumwj472S9r4,"canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap",hip hop/rap
1VKNHcrUppE8i5oAhg4o6k,'5PokPZn11xzZXyXSfnvIM3',Lifehouse,0wqOReZDnrefefEsrIGeR4,66.0,track:Hanging by a Moment artist:Lifehouse,1.0,2000-01-01,Hanging by a Moment,2001.0,0.541,0.864,1,-4.915,1,0.0357,0.00118,0.0,0.0896,0.435,124.557,216067,4,5PokPZn11xzZXyXSfnvIM3,"alternative metal, neo mellow, pop rock, post-grunge",alternative/indie
0lrmy4pJINsFzycJvttX2W,'2RdwBSPQiwcmiDo9kixcl8',Pharrell Williams,60nZcImufyMA1MKQY3dcCH,80.0,track:Happy artist:Pharrell Williams,1.0,2014-03-03,Happy,2014.0,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,232720,4,2RdwBSPQiwcmiDo9kixcl8,pop rap,hip hop/rap
1cTeNkeINtXiaMLlashAKs,'3WrFJ7ztbogyGnTHbHJFl2',The Beatles,3m7V717IKZqZLW5qUIOxdD,65.0,track:Hey Jude artist:The Beatles,1.0,1973-04-02,Hey Jude,1968.0,0.402,0.552,10,-10.158,1,0.0258,0.028,1.36e-05,0.0929,0.668,145.164,431333,4,3WrFJ7ztbogyGnTHbHJFl2,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",rock
1Xi55xFMaymXdSWshmxhw2,'1yMYjh77WgOVafRkI50mim',Wilson Phillips,4VZDv8sASBS8UruUBGTFdk,68.0,track:Hold On artist:Wilson Phillips,1.0,1990-05-08,Hold On,1990.0,0.679,0.657,5,-9.897,1,0.0255,0.4,0.0,0.0497,0.546,97.8,266867,4,1yMYjh77WgOVafRkI50mim,"girl group, new wave pop, pop rock, soft rock",rock
40AdpVZhtBTyvSn0MuGclz,'6deZN1bslXzeGvOLaLMOIF',Nickelback,0vur7myNcfUymUt6mHhNZe,54.0,track:How You Remind Me artist:Nickelback,1.0,2001-01-01,How You Remind Me,2002.0,0.432,0.795,10,-4.023,1,0.0321,0.00128,0.0,0.101,0.519,172.011,224173,4,6deZN1bslXzeGvOLaLMOIF,"alternative metal, canadian rock, nu metal, post-grunge",alternative/indie
6126O4XLYAfzU3961ziahP,'3WrFJ7ztbogyGnTHbHJFl2',The Beatles,5Qe7NHxeLAn8KoLTNLSdwe,65.0,track:I Want to Hold Your Hand artist:The Beatles,1.0,1973-04-01,I Want to Hold Your Hand,1964.0,0.496,0.703,7,-6.905,1,0.0376,0.525,2.08e-06,0.305,0.936,130.915,146720,4,3WrFJ7ztbogyGnTHbHJFl2,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",rock
7JVJlkNNobS0GSoy4tCS96,'6XpaIBNiVzIetEPCWDvAFP',Whitney Houston,4eHbdreAnSOrDDsFfc4Fpm,77.0,track:I Will Always Love You artist:Whitney Houston,1.0,1992-11-17,I Will Always Love You,1993.0,0.332,0.214,4,-12.518,1,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,271093,4,6XpaIBNiVzIetEPCWDvAFP,"dance pop, pop, urban contemporary",pop
4ycNE7y1rp5215g1kkqk1P,'3q7HBObVc0L8jNeTe5Gofh',50 Cent,4RY96Asd9IefaL3X4LOLZ8,71.0,track:In da Club artist:50 Cent,1.0,2003-02-06,In da Club,2003.0,0.902,0.72,6,-2.776,0,0.347,0.26,0.0,0.0749,0.805,90.059,193467,4,3q7HBObVc0L8jNeTe5Gofh,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap",hip hop/rap
77eZ5eMEh3U0KWricrbevO,'6vWDO969PvNqNYHIOW5v0m',Beyoncé,1G7DcLzPnopdZjLkev0K4e,62.0,track:Irreplaceable artist:Beyoncé,1.0,2006-09-04,Irreplaceable,2007.0,0.576,0.697,10,-4.192,1,0.326,0.0286,1.15e-06,0.167,0.501,175.906,227667,4,6vWDO969PvNqNYHIOW5v0m,"dance pop, pop, post-teen pop, r&b",soul/r&b
2v8XEhOPoKX7iVWq5mWWBM,'4FAEZeJcsYYBkNq2D3KGTV',Three Dog Night,2ymeOsYijJz09LfKw3yM2x,66.0,track:Joy to the World artist:Three Dog Night,1.0,1970-01-01,Joy to the World,1971.0,0.649,0.679,2,-12.515,1,0.0316,0.464,0.00121,0.339,0.971,126.867,220573,4,4FAEZeJcsYYBkNq2D3KGTV,"album rock, art rock, blues rock, brill building pop, bubblegum pop, classic rock, country rock, folk, folk rock, hard rock, heartland rock, mellow gold, rock, roots rock, soft rock",country
1Z9Rlkd9LAYTZcU2TU7BZY,'3iDD7bnsjL9J4fO298r0L0',Chicago,2dEVFDQ9Z9Gyl73yhoKl65,52.0,track:Look Away artist:Chicago,1.0,1988-06-20,Look Away,1989.0,0.553,0.545,9,-7.278,1,0.0261,0.385,5.36e-06,0.105,0.201,85.959,242960,4,3iDD7bnsjL9J4fO298r0L0,"adult standards, album rock, classic rock, folk rock, mellow gold, soft rock, yacht rock",rock
3GUxesVyOehInaxJyCTh6d,'7BEfMxbaqx6dOpbtlEqScm',Captain ,4pCNJwixy2ImFncaPY2yE2,62.0,track:Love Will Keep Us Together artist:Captain ,1.0,1975-01-01,Love Will Keep Us Together,1975.0,0.621,0.788,4,-4.326,1,0.0314,0.354,0.0,0.305,0.926,129.62,205493,4,7BEfMxbaqx6dOpbtlEqScm,"adult standards, brill building pop, bubblegum pop, disco, folk, folk rock, mellow gold, soft rock, yacht rock",disco
6Fr2rQkZ383FcMqFyT7yPr,'1uNFoZAHBGtllmzznpCI3s',Justin Bieber,50kpGaPAhYJ3sGmk6vplg0,83.0,track:Love Yourself artist:Justin Bieber,1.0,2015-11-13,Love Yourself,2016.0,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,233720,4,1uNFoZAHBGtllmzznpCI3s,"canadian pop, pop, post-teen pop",pop
5j1wrOAOm5KFd17pPiSvle,"'0jnsk9HBra6NMjO2oANoPY', '3aQeKQSyrW4qWr35idm0cy'",Flo Rida  ,0CAfXk7DXMnon4gLudAp7J,80.0,track:Low artist:Flo Rida  ,1.0,2008-03-17,Low,2008.0,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,231400,4,0jnsk9HBra6NMjO2oANoPY,"dance pop, miami hip hop, pop, pop rap",hip hop/rap
6H0wsYDvFlATzXHn0IqVpi,'0Nn9YwJzcaeuU1jJL06e3r',The Knack,1HOMkjp0nHMaTnfAkslCQj,73.0,track:My Sharona artist:The Knack,1.0,1979-01-01,My Sharona,1979.0,0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,295400,4,0Nn9YwJzcaeuU1jJL06e3r,"album rock, new wave pop, power pop",pop
66FxETmTBazRMZNbvGtGQl,"'7jVv8c5Fj3E9VhNjxT4snq', '60rpJ9SgigSd16DOAG7GSa', '5fMUXHkw8R8eOP2RNVYEZX'",Lil Nas X  ,3kgKVcBpBGuSeaEC0AZGlb,65.0,track:Old Town Road artist:Lil Nas X  ,1.0,2019-04-29,Old Town Road,2019.0,0.766,0.771,6,-9.108,1,0.0576,0.00407,3.76e-06,0.113,0.297,140.036,204027,4,7jVv8c5Fj3E9VhNjxT4snq,"country rap, lgbtq+ hip hop, pop rap, queer country",country
4L84oUhMXsdbKSJ5LUuOQl,'4BoRxUdrcgbbq1rxJvvhg9',Olivia Newton-John,3hVrI7snZMTmHCnbwME47u,52.0,track:Physical artist:Olivia Newton-John,1.0,1981-01-01,Physical,1982.0,0.834,0.633,4,-11.442,0,0.0422,0.0631,5e-05,0.313,0.904,123.815,224773,4,4BoRxUdrcgbbq1rxJvvhg9,"adult standards, australian dance, bubblegum pop, disco, europop, mellow gold, new wave pop, soft rock",disco
636ekSSKYrhxvQEHCY07jv,'4dpARuHxo51G3z768sgnrY',Adele,3GkqnS8Lt8LDZV565ITUwh,30.0,track:Rolling in the Deep artist:Adele,1.0,2011-01-17,Rolling in the Deep,2011.0,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,228093,4,4dpARuHxo51G3z768sgnrY,"british soul, pop, pop soul, uk pop",soul/r&b
3Ru1PEQBFI88kBIWcPGGS8,'4YPqbAiLzBg5DIfsgQZ8QK',Andy Gibb,3unwRUV5qbjMmH3NJtaODy,47.0,track:Shadow Dancing artist:Andy Gibb,1.0,1978-04-04,Shadow Dancing,1978.0,0.74,0.598,7,-9.658,0,0.0321,0.15,0.0,0.0664,0.952,101.933,276000,4,4YPqbAiLzBg5DIfsgQZ8QK,"adult standards, bubblegum pop, disco, mellow gold, soft rock",disco
7oJa8bPFKVbq4c7NswXHw8,'6eUKZXaKkcviH0Ku9w2n3V',Ed Sheeran,0FE9t6xYkqWXU2ahLh6D8X,71.0,track:Shape of You artist:Ed Sheeran,1.0,2017-01-06,Shape of You,2017.0,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4,6eUKZXaKkcviH0Ku9w2n3V,"pop, uk pop",pop
3eN0kcFvDvdpjAvv1qZa4D,'3sFhA6G1N0gG1pszb6kk1m',Wings,3uiMBldZ07pW0ySHDX5gzE,63.0,track:Silly Love Songs artist:Wings,1.0,1976-03-25,Silly Love Songs,1976.0,0.742,0.471,0,-10.767,1,0.0326,0.134,0.0903,0.284,0.815,124.95,354240,4,3sFhA6G1N0gG1pszb6kk1m,"album rock, art rock, beatlesque, classic rock, folk rock, mellow gold, rock, soft rock",rock
1HjSyGjmLNjRAKgT9t1cna,"'2AsusXITU8P25dlRNhcAbG', '6hk7Yq1DU9QcCCrz9uc0Ti'",Gotye  ,4wCmqSrbyCgxEXROQE6vtV,77.0,track:Somebody That I Used to Know artist:Gotye  ,1.0,2011-01-01,Somebody That I Used to Know,2012.0,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,244973,4,2AsusXITU8P25dlRNhcAbG,australian pop,pop
3g61rwvRs1NPeVBxuAMmHZ,'3PhoLpVuITZKcymswpck5b',Elton John,5LjSxAIKwyZvQqJ04ZQ0Da,56.0,"track:Something About the Way You Look Tonight  ""  artist:Elton John",1.0,1997-01-01,"Something About the Way You Look Tonight  "" ",1997.0,0.48,0.628,6,-7.643,1,0.0262,0.174,3.28e-05,0.0753,0.541,143.412,240547,4,3PhoLpVuITZKcymswpck5b,"glam rock, mellow gold, piano rock, soft rock",rock
72k47tYSd1BJe5kQoY9qLG,'5bdgb81IJMXag724quaNSA',Acker Bilk,7ntkH4g4FXt57ltX3Ka3MF,31.0,track:Stranger on the Shore artist:Acker Bilk,1.0,1967-07-03,Stranger on the Shore,1962.0,0.251,0.0934,10,-17.204,1,0.0407,0.879,0.871,0.11,0.176,91.95,169106,4,5bdgb81IJMXag724quaNSA,"adult standards, ballroom, easy listening, jazz clarinet, lounge",
4gAdF0hBwzqhrmgkxHyRni,'33QmoCkSqADuQEtMCysYLh',The Archies,6l5D1WC6kR5cxaUOEyCGvs,51.0,"track:Sugar, Sugar artist:The Archies",1.0,1968-01-15,"Sugar, Sugar",1969.0,0.78,0.524,2,-12.072,1,0.0321,0.668,6.47e-05,0.293,0.953,124.181,163716,4,33QmoCkSqADuQEtMCysYLh,"brill building pop, bubblegum pop, classic canadian rock, folk rock",rock
6u5tGarzvESDsQiIpC4SlI,'3oDbviiivRWhXwIE8hxkVV',The Beach Boys,0wz1LjDb9ZNEYwOmDJ3Q4b,71.0,track:Surfin  U.S.A. artist:The Beach Boys,1.0,1963-03-25,Surfin  U.S.A.,1963.0,0.55,0.854,3,-5.968,1,0.036,0.661,0.0,0.112,0.965,159.231,149373,4,3oDbviiivRWhXwIE8hxkVV,"baroque pop, brill building pop, classic rock, folk rock, psychedelic rock, rock, sunshine pop",rock
0HpZFxWfSL8V4wzEtUvGFo,"'2JSjCHK79gdaiPWdKiNUNp', '3PhoLpVuITZKcymswpck5b', '2aXiJJHJei5BmCykxI37y0', '7guDJrEfX3qb6FEbdPA5qi'",Dionne ,1cOj24fUMnBSXhtp7waHVW,56.0,track:That s What Friends Are For artist:Dionne ,1.0,1989-10-31,That s What Friends Are For,1986.0,0.673,0.286,8,-14.643,1,0.0313,0.294,0.0,0.086,0.199,120.117,256467,4,2JSjCHK79gdaiPWdKiNUNp,"adult standards, brill building pop, disco, lounge, mellow gold, motown, quiet storm, soft rock, soul",disco
2ARWEOvaUgm4FSj25MpY6F,'0W498bDDNlJIrYMKXdpLHA',Roberta Flack,0SxFyA4FqmEQqZVuAlg8lf,65.0,track:The First Time Ever I Saw Your Face artist:Roberta Flack,1.0,1969-01-01,The First Time Ever I Saw Your Face,1972.0,0.311,0.0264,0,-21.644,1,0.037,0.731,0.00205,0.156,0.139,120.653,260666,4,0W498bDDNlJIrYMKXdpLHA,"adult standards, classic soul, disco, funk, mellow gold, motown, quiet storm, soft rock, soul, vocal jazz",disco
2h82v2JZuZ9VQPUrkkTFN1,'5ksRONqssB7BR161NTtJAm',Ace of Base,3JXzEzQCYrblna7SCaegAm,25.0,track:The Sign artist:Ace of Base,1.0,1993-01-01,The Sign,1994.0,0.809,0.787,4,-6.897,0,0.0444,0.00972,0.0637,0.0617,0.902,96.991,191240,4,5ksRONqssB7BR161NTtJAm,"bubblegum dance, dance pop, eurodance, europop, hip house, pop rock",pop
0vTu2dD57pVlPvd3pfxUSS,'7jmTilWYlKOuavFfmQAcu6',Barbra Streis,1vZTgn4JXWMahR8r99ug5H,63.0,track:The Way We Were artist:Barbra Streis,1.0,1974-01-01,The Way We Were,1974.0,0.264,0.32,9,-11.716,1,0.0325,0.885,0.00141,0.134,0.171,138.108,211093,3,7jmTilWYlKOuavFfmQAcu6,"adult standards, mellow gold, soft rock",rock
4AdlSv0lu4ybv2PXv7Moma,'24DQLSng7bKZD4GXLIaQbv',Percy Faith,2kKL5kk4On8YRSKWDgXWMX,48.0,track:Theme from A Summer Place artist:Percy Faith,1.0,1953-01-01,Theme from A Summer Place,1960.0,0.466,0.389,5,-12.825,1,0.0253,0.631,0.843,0.295,0.749,92.631,144893,4,24DQLSng7bKZD4GXLIaQbv,"adult standards, easy listening, lounge",
0XN945pdw7kvYRndgbDuSb,"'3JhNCzhSMTxs9WLGJJxWOY', '4myTppRgh0rojLxx8RycOp', '56xTxG4nQMAs1GW9kvn0uA'",Macklemore ,1CmUZGtH29Kx36C1Hleqlz,69.0,track:Thrift Shop artist:Macklemore ,1.0,2012-08-01,Thrift Shop,2013.0,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,235613,4,3JhNCzhSMTxs9WLGJJxWOY,"pop rap, seattle hip hop",hip hop/rap
0lAjlcN3wJA1K7yUcn5hPf,"'6PNZ6ZfwWLiUA2BrranFl3', '5n30a5V4ftXNMHCHChmK2h'",Tony Orl,5UEHjlgZoNsnFRHzqKV2Wx,11.0,track:Tie a Yellow Ribbon Round the Ole Oak Tree artist:Tony Orl,1.0,2011-10-24,Tie a Yellow Ribbon Round the Ole Oak Tree,1973.0,0.736,0.923,9,-4.178,0,0.0411,0.0133,3.02e-06,0.173,0.939,127.985,240480,4,6PNZ6ZfwWLiUA2BrranFl3,"brill building pop, bubblegum pop",pop
3BpRqmBuotBwUcaPUUqtUp,'6LqNN22kT3074XbTVUrhzX',Kesha,5PSba04SiAEUe3q6PyaTpQ,50.0,track:Tik Tok artist:Kesha,1.0,2009-08-07,Tik Tok,2010.0,0.737,0.839,2,-2.028,0,0.17,0.103,0.0,0.319,0.718,120.042,200187,4,6LqNN22kT3074XbTVUrhzX,"dance pop, electropop, pop, post-teen pop",edm
37J4FeONwmD1Gl3PzvZGv3,'0jYKX08u1XxmHrl5TdM2QZ',Lulu,0gBFr7N2D1GfhkXIIepIGG,49.0,track:To Sir With Love artist:Lulu,1.0,1967-05-12,To Sir With Love,1967.0,0.546,0.399,4,-9.378,1,0.027,0.361,3.18e-06,0.0995,0.301,97.142,166693,4,0jYKX08u1XxmHrl5TdM2QZ,"brill building pop, british invasion, bubblegum pop, classic uk pop, merseybeat, rock-and-roll",pop
7nge8Pafna5rU1a0ek7dKN,'2y8Jo9CKhJvtfeKOsYzRdT',Rod Stewart,10LRRKPmx8uHcSxLVWK0ct,55.0,track:Tonight s the Night (Gonna Be Alright) artist:Rod Stewart,1.0,1976-01-01,Tonight s the Night (Gonna Be Alright),1977.0,0.551,0.514,11,-12.617,1,0.0524,0.336,0.125,0.382,0.721,136.547,237120,3,2y8Jo9CKhJvtfeKOsYzRdT,"adult standards, classic rock, mellow gold, soft rock",rock
3Pmonb2UZ9zckdh5S5ibVm,'2MGT7CYlixSPxAnnkhLpaA',Next,5IFCyWplye09HytIP80RCF,66.0,track:Too Close artist:Next,1.0,1997-09-30,Too Close,1998.0,0.847,0.402,7,-9.952,1,0.0641,0.0118,0.0,0.283,0.752,99.693,259440,4,2MGT7CYlixSPxAnnkhLpaA,"boy band, hip hop, hip pop, minneapolis sound, neo soul, new jack swing, pop rap, quiet storm, r&b, urban contemporary",soul/r&b
5KAEIWcCVhTkCz5c3jm6r0,'6KfBWaX13etjtEZ4d9aTWW',Bobby Lewis,0ZfkRyUUYS9Hvl6N5PXPot,35.0,track:Tossin  and Turnin  artist:Bobby Lewis,1.0,1961-09-14,Tossin  and Turnin ,1961.0,0.561,0.737,0,-7.768,1,0.0432,0.363,0.0,0.117,0.962,142.031,156923,4,6KfBWaX13etjtEZ4d9aTWW,rhythm and blues,
3vLaOYCNCzngDf8QdBg2V1,"'3hv9jJF3adDNsBSIQDqcjp', '0du5cEVh5yTK9QJze8zA0C'",Mark Ronson  ,32OlwWuMpZ6b0aN2RZOeMS,82.0,track:Uptown Funk artist:Mark Ronson  ,1.0,2015-01-12,Uptown Funk,2015.0,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4,3hv9jJF3adDNsBSIQDqcjp,"dance pop, neo soul, pop",soul/r&b
7qEP3i0f0zfk6JUFW3SyeN,'51l0uqRxGaczYr4271pVIC',The Bangles,5L6HNuXN71bfeuKXYtRasF,55.0,track:Walk Like An Egyptian artist:The Bangles,1.0,1986-01-01,Walk Like An Egyptian,1987.0,0.711,0.833,11,-12.756,1,0.0851,0.0144,3.46e-06,0.303,0.756,103.153,203227,4,51l0uqRxGaczYr4271pVIC,"album rock, jangle pop, mellow gold, new romantic, new wave, new wave pop, paisley underground, pop rock, rock, soft rock, synthpop",rock
43iBTEWECK7hSnE0p6GgNo,'4iHNK0tOyZPYnBU7nGAgpQ',Mariah Carey,3LmvfNUQtglbTrydsdIqFU,70.0,track:We Belong Together artist:Mariah Carey,1.0,2005-01-01,We Belong Together,2005.0,0.837,0.462,0,-7.89,1,0.0601,0.0339,0.0,0.09,0.762,139.986,201400,4,4iHNK0tOyZPYnBU7nGAgpQ,"dance pop, pop, urban contemporary",pop
7nXJ5k4XgRj5OLg9m8V3zc,'5a2EaR3hamoenG9rDuVn8j',Prince,51H2y6YrNNXcy3dfc3qSbA,72.0,track:When Doves Cry artist:Prince,1.0,1984-06-25,When Doves Cry,1984.0,0.729,0.989,9,-4.613,0,0.049,0.0102,4.45e-05,0.443,0.84,126.47,352906,4,5a2EaR3hamoenG9rDuVn8j,"funk, funk rock, minneapolis sound, motown, synth funk",rock
7qZhNNSQt7iyFljem9XfLv,'05sRO4JdAtJGyZQOTb6kSL',Sam the Sham ,3JTpSzfNBHhK6qWoJVMDTQ,18.0,track:Wooly Bully artist:Sam the Sham ,1.0,2003-01-01,Wooly Bully,1965.0,0.594,0.58,7,-11.795,1,0.0582,0.711,3.13e-06,0.227,0.568,139.916,140120,4,05sRO4JdAtJGyZQOTb6kSL,"brill building pop, bubblegum pop, classic garage rock, folk rock, rock-and-roll",rock
1RM6MGv6bcl6NrAG8PGoZk,"'23zg3TcAtWQy7J6upgbUnj', '7sfl4Xt5KmfyDs2T3SVSMK', '3ipn9JLAPI5GUEo4y4jcoi'",Usher  ,5rb9QrpfcKFHM1EUbSIurX,82.0,track:Yeah! artist:Usher  ,1.0,2004-03-23,Yeah!,2004.0,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,250373,4,23zg3TcAtWQy7J6upgbUnj,"atl hip hop, dance pop, pop, r&b, south carolina hip hop, urban contemporary",soul/r&b
0oKiP3tBFqJEook6yfBCoR,'2GaayiIs1kcyNqRXQuzp35',The Carpenters,5JgDMH2jLvHzdNSr5Yzvj4,5.0,track:(They Long to Be) Close to You artist:The Carpenters,2.0,1974-01-01,(They Long to Be) Close to You,1970.0,0.466,0.331,8,-14.734,1,0.0359,0.623,0.842,0.257,0.356,95.208,210120,4,2GaayiIs1kcyNqRXQuzp35,"brill building pop, rock-and-roll, rockabilly, surf music",rock
1Ka3HGMoNWvfPxwjsRXGpF,'3ZZHB1Xh2PM88QTMiqHB62',? ,4v75K5mEyumdXCZU09kwAg,43.0,track:96 Tears artist:? ,2.0,1964-01-01,96 Tears,1966.0,0.681,0.499,7,-6.894,1,0.034,0.0589,6.39e-06,0.0743,0.841,123.458,177427,4,3ZZHB1Xh2PM88QTMiqHB62,"bubblegum pop, chicano punk, classic garage rock, detroit rock, freakbeat, protopunk, psychedelic rock",rock
